Trajectory file for run 'run1'; etymon number :365:
#ˈin̪sulɑ# >>> #il# ( Correct : #il#) :
ˈi n̪ s u l ɑ 
#ˈiːn̪sulɑ# | Rule 9 : [+syl] > [+long] / __ n̪ s ( [-syl] )* [+syl,-stres]
#ˈiːsulɑ# | Rule 10 : n̪ > ∅ / [+syl,+long] __ s
#ˈiːsʊlɑ# | Rule 15 : [+syl,-lo,-long] > [-tense,-cons,-lat,+cont,.delrel] 
#ˈisʊlɑ# | Rule 55 : [+syl,-lo,+long] > [-long,+tense,-splng,-cons,-lat,+cont,.delrel] 
#ˈisolɑ# | Rule 65 : [+hi,-tense] > [-hi,+tense,-cons,-lat,+cont,.delrel] 
#ˈiːsolɑ# | Rule 112 : [+prim] > [+long] / __ [+cons] [-cons]
#ˈiːzolɑ# | Rule 137 : [+cont,-son] > [+voi] / [-cons] __ [+syl]
#ˈiːzola# | Rule 201 : [+lo,+syl] > [+front,-back] 
#ˈiːzəla# | Rule 268 : [+syl,-stres,-lo] > ə / __ [-syl] ( [-syl] )* [+syl] ( [-syl] )* #
#ˈiːzə̯la# | Rule 273 : ə > ə̯ 
#ˈiːzla# | Rule 308 : ə̯ > ∅ 
#ˈiːzlə# | Rule 444 : a > ə / [+syl] ( [-syl] )* __ 
#ˈiːlə# | Rule 532 : z > ∅ / __ [+cons]
#ˈiːlə̯# | Rule 706 : ə > ə̯ / __ #
#ˈiːl# | Rule 735 : ə̯ > ∅ 
#iːl# | Rule 749 : [+stres] > [-stres,-prim,+syl,+son,.delrel] 
#il# | Rule 750 : [+syl,+long] > [-long,-splng] 
