Trajectory file for run 'run1'; etymon number :27:
#ˈɑlt̪erum# >>> #ɔt̪ʁ# ( Correct : #ot̪ʁ#) :
ˈɑ l t̪ e r u m 
#ˈɑlt̪ɛrʊm# | Rule 15 : [+syl,-lo,-long] > [-tense,-cons,-lat,+cont,.delrel] 
#ˈɑlt̪ɛrom# | Rule 65 : [+hi,-tense] > [-hi,+tense,-cons,-lat,+cont,.delrel] 
#ˈɑlt̪ɛro# | Rule 70 : [+nas,+cons] > ∅ / [+syl,-stres] __ #
#ˈɑl̥t̪ɛro# | Rule 103 : [+ant,+cons] > [-voi] / __ t̪
#ˈɑl̥t̪ro# | Rule 142 : ɛ > ∅ / __ [+cor,+son,-nas] ( [-syl] )* [+syl] ( [-syl] )* #
#ˈal̥t̪ro# | Rule 201 : [+lo,+syl] > [+front,-back] 
#ˈal̥t̪rə# | Rule 271 : [-stres,-lo,+syl] > ə / __ #
#ˈal̥t̪rə̯# | Rule 273 : ə > ə̯ 
#ˈal̥t̪ɾə# | Rule 296 : {n̪ ə̯;ə̯ n̪;r ə̯;ə̯ r} > {ɾ ə;ɾ ə;ɾ ə;ɾ ə} / [+cons] [-cont] __ #
#ˈal̥t̪rə# | Rule 302 : ɾ > r 
#ˈa?t̪rə# | Rule 502 : [+lat] > [+back] / __ [+cons]
#ˈawt̪rə# | Rule 582 : [+lat,+back] > w 
#ˈoːt̪rə# | Rule 664 : {ˌa w;ˈa w} > {ˌoː;ˈoː} 
#ˈoːt̪rə̯# | Rule 706 : ə > ə̯ / __ #
#ˈɔːt̪rə̯# | Rule 725 : [-hi,-lo,+back,+syl] > [-tense,-cons,-lat,+cont,.delrel] / __ [+cons] [+cons]
#ˈɔːt̪r# | Rule 735 : ə̯ > ∅ 
#ˈɔːt̪ʀ# | Rule 748 : r > ʀ 
#ɔːt̪ʀ# | Rule 749 : [+stres] > [-stres,-prim,+syl,+son,.delrel] 
#ɔt̪ʀ# | Rule 750 : [+syl,+long] > [-long,-splng] 
#ɔt̪ʁ# | Rule 756 : ʀ > ʁ 
