Trajectory file for run 'run1'; etymon number :144:
#brˈoɡilum# >>> #bʁœj# ( Correct : #bʁœj#) :
b r ˈo ɡ i l u m 
#brˈɔɡɪlʊm# | Rule 15 : [+syl,-lo,-long] > [-tense,-cons,-lat,+cont,.delrel] 
#brˈɔɡlʊm# | Rule 43 : ɪ > ∅ / [-lo,+syl] [-cont,+back] __ l
#brˈɔɡlom# | Rule 65 : [+hi,-tense] > [-hi,+tense,-cons,-lat,+cont,.delrel] 
#brˈɔɡlo# | Rule 70 : [+nas,+cons] > ∅ / [+syl,-stres] __ #
#brˈɔːɡlo# | Rule 113 : [+prim] > [+long] / __ [-cont] [+cons,+son,-nas]
#brˈɔːɣlo# | Rule 118 : [+hi,+back,-cont] > [+cont,.delrel] / [-cons] __ [+cor,+cons]
#brˈuo̯ɣlo# | Rule 169 : {ˈɛː;ˈɔː} > {ˈi e̯;ˈu o̯} 
#brˈuo̯ʝlo# | Rule 209 : [+back,+hi,+cont,-son] > [-back,+front] / __ [+cor]
#brˈuo̯ʝʎo# | Rule 218 : [+lat] > ʎ / [+hi,+front,+cons] __ 
#brˈʉo̯ʝʎo# | Rule 220 : [+hi,+tense,+round,+syl,-nas] > [-front,-back] 
#brˈʉo̯ʎo# | Rule 250 : [+hi,+front,-lat,-syl] > ∅ / __ ʎ
#brˈʉo̯ʎə# | Rule 271 : [-stres,-lo,+syl] > ə / __ #
#brˈʉo̯ʎə̯# | Rule 273 : ə > ə̯ 
#brˈʉo̯ʎ# | Rule 308 : ə̯ > ∅ 
#brˈyo̯ʎ# | Rule 504 : [+hi,+round,-back] > [+front] 
#brˈye̯ʎ# | Rule 533 : o̯ > e̯ 
#brˈøːʎ# | Rule 581 : [+hi,+round,+tense,+prim] e̯ > ˈøː
#brˈœːʎ# | Rule 736 : [+front,+round,-hi,+syl] > [-tense,-cons,-lat,+cont,.delrel] / __ [+cons] ( [+cons] )* ( ə ) #
#bʀˈœːʎ# | Rule 748 : r > ʀ 
#bʀœːʎ# | Rule 749 : [+stres] > [-stres,-prim,+syl,+son,.delrel] 
#bʀœʎ# | Rule 750 : [+syl,+long] > [-long,-splng] 
#bʁœʎ# | Rule 756 : ʀ > ʁ 
#bʁœj# | Rule 757 : ʎ > j 
