Trajectory file for run 'run1'; etymon number :480:
#kˈomit̪em# >>> #kɔ̃t̪# ( Correct : #kɔ̃t̪#) :
k ˈo m i t̪ e m 
#kˈɔmɪt̪ɛm# | Rule 15 : [+syl,-lo,-long] > [-tense,-cons,-lat,+cont,.delrel] 
#kˈɔmet̪ɛm# | Rule 65 : [+hi,-tense] > [-hi,+tense,-cons,-lat,+cont,.delrel] 
#kˈɔmet̪ɛ# | Rule 70 : [+nas,+cons] > ∅ / [+syl,-stres] __ #
#kˈɔmt̪ɛ# | Rule 94 : e > ∅ / __ [+cor,+distr,+ant] [+syl] ( [-syl] ) #
#kˈɔm̥t̪ɛ# | Rule 103 : [+ant,+cons] > [-voi] / __ t̪
#kˈũm̥t̪ɛ# | Rule 168 : [+round,-hi] > [+tense,+hi,+nas,-cons,+son,-lat,+cont,.delrel] / __ [+nas,+cons]
#kˈũm̥t̪ə# | Rule 271 : [-stres,-lo,+syl] > ə / __ #
#kˈũm̥t̪ə̯# | Rule 273 : ə > ə̯ 
#kˈũm̥t̪# | Rule 308 : ə̯ > ∅ 
#kˈũm̥t̪ə# | Rule 327 : ∅ > ə / [+cons,+lab] [+cor,-delrel] __ #
#kˈũːt̪ə# | Rule 666 : [+nas,+syl] [+nas,+cons] > [+long] ∅/ __ [+cons]
#kˈũːt̪ə̯# | Rule 706 : ə > ə̯ / __ #
#kˈũːt̪# | Rule 735 : ə̯ > ∅ 
#kũːt̪# | Rule 749 : [+stres] > [-stres,-prim,+syl,+son,.delrel] 
#kũt̪# | Rule 750 : [+syl,+long] > [-long,-splng] 
#kɔ̃t̪# | Rule 751 : [+back,-lo,+nas,+syl] > ɔ̃ 
