Trajectory file for run 'run1'; etymon number :1021:
#rˈuːskɑm# >>> #ʁyʃ# ( Correct : #ʁyʃ#) :
r ˈuː s k ɑ m 
#rˈuskɑm# | Rule 55 : [+syl,-lo,+long] > [-long,+tense,-splng,-cons,-lat,+cont,.delrel] 
#rˈuskɑ# | Rule 70 : [+nas,+cons] > ∅ / [+syl,-stres] __ #
#rˈuska# | Rule 201 : [+lo,+syl] > [+front,-back] 
#rˈʉska# | Rule 220 : [+hi,+tense,+round,+syl,-nas] > [-front,-back] 
#rˈʉskʲa# | Rule 239 : [+hi,+back,+cons] > [+front] / __ [+front,+syl]
#rˈʉsca# | Rule 252 : [+back,+front] > [-back] 
#rˈʉst͡ʃa# | Rule 261 : [+hi,+front,-cont,-ant] > [+delrel,+cor,-hi,+strid,+distr,-son] 
#rˈʉst͡ʃə# | Rule 444 : a > ə / [+syl] ( [-syl] )* __ 
#rˈyst͡ʃə# | Rule 504 : [+hi,+round,-back] > [+front] 
#rˈyxt͡ʃə# | Rule 595 : s > x / [-cons] __ [+cons]
#rˈyxʃə# | Rule 647 : [+delrel] > [+cont,.delrel] 
#rˈyːʃə# | Rule 656 : [+syl] x > [+long] ∅/ __ [+cons]
#rˈyːʃə̯# | Rule 706 : ə > ə̯ / __ #
#rˈyːʃ# | Rule 735 : ə̯ > ∅ 
#ʀˈyːʃ# | Rule 748 : r > ʀ 
#ʀyːʃ# | Rule 749 : [+stres] > [-stres,-prim,+syl,+son,.delrel] 
#ʀyʃ# | Rule 750 : [+syl,+long] > [-long,-splng] 
#ʁyʃ# | Rule 756 : ʀ > ʁ 
