Trajectory file for run 'run1'; etymon number :747:
#n̪ˈiɡrum# >>> #n̪waʁ# ( Correct : #n̪waʁ#) :
n̪ ˈi ɡ r u m 
#n̪ˈɪɡrʊm# | Rule 15 : [+syl,-lo,-long] > [-tense,-cons,-lat,+cont,.delrel] 
#n̪ˈeɡrom# | Rule 65 : [+hi,-tense] > [-hi,+tense,-cons,-lat,+cont,.delrel] 
#n̪ˈeɡro# | Rule 70 : [+nas,+cons] > ∅ / [+syl,-stres] __ #
#n̪ˈeɣro# | Rule 105 : [-cont,-delrel,+voi] > [+cont,.delrel] / [+syl] __ [+son,-lat,-nas]
#n̪ˈeʝro# | Rule 209 : [+back,+hi,+cont,-son] > [-back,+front] / __ [+cor]
#n̪ˈeʝrʲo# | Rule 219 : [+cor,+ant,-lat] > [+hi,+front] / [+hi,+front,+cons] __ 
#n̪ˈerʲo# | Rule 251 : [+hi,+front,-lat,-syl] > ∅ / __ rʲ
#n̪ˈerʲə# | Rule 271 : [-stres,-lo,+syl] > ə / __ #
#n̪ˈerʲə̯# | Rule 273 : ə > ə̯ 
#n̪ˈerʲ# | Rule 308 : ə̯ > ∅ 
#n̪ˈejrʲ# | Rule 356 : ∅ > j / [-cons] __ rʲ
#n̪ˈeːjrʲ# | Rule 373 : [+prim] > [+long] / __ j ( [+cons] )* [+cor,+hi,+front]
#n̪ˈeːjr# | Rule 392 : rʲ > r 
#n̪ˈejr# | Rule 398 : [+syl] > [-long,-splng] / __ [-syl] [-syl] ( [-syl] )* #
#n̪ˈojr# | Rule 542 : [+front,+tense,-hi,-lo,+syl] > [+back,-front,+round,+lab] / __ j
#n̪ˈoɛ̯r# | Rule 558 : j > ɛ̯ / [+syl,+back,+round] __ r
#n̪ˈuɛ̯r# | Rule 564 : [+round,+tense,+back] > [+hi] 
#n̪wˈɛr# | Rule 632 : {u ɛ̯;ˌu ɛ̯;ˈu ɛ̯;ɔ ɛ̯;ˌɔ ɛ̯;ˈɔ ɛ̯} > {w ɛ;w ˌɛ;w ˈɛ;w ɛ;w ˌɛ;w ˈɛ} 
#n̪wˈɛɹ# | Rule 727 : r > ɹ / [-cons] __ #
#n̪wˈɛr# | Rule 746 : ɹ > r 
#n̪wˈɛʀ# | Rule 748 : r > ʀ 
#n̪wɛʀ# | Rule 749 : [+stres] > [-stres,-prim,+syl,+son,.delrel] 
#n̪waʀ# | Rule 755 : ɛ > a / w __ 
#n̪waʁ# | Rule 756 : ʀ > ʁ 
