Trajectory file for run 'run1'; etymon number :196:
#d̪ˈulkiɑm# >>> #d̪us# ( Correct : #d̪us#) :
d̪ ˈu l k i ɑ m 
#d̪ˈʊlkɪɑm# | Rule 15 : [+syl,-lo,-long] > [-tense,-cons,-lat,+cont,.delrel] 
#d̪ˈʊlkjɑm# | Rule 25 : [+syl,-long,-stres,-lo] > [+hi,-syl,+tense,.stres,.prim,-cons,-lat,+cont,.delrel] / __ [+syl]
#d̪ˈʊlkʝɑm# | Rule 28 : j > ʝ / __ [+syl]
#d̪ˈolkʝɑm# | Rule 65 : [+hi,-tense] > [-hi,+tense,-cons,-lat,+cont,.delrel] 
#d̪ˈolkʝɑ# | Rule 70 : [+nas,+cons] > ∅ / [+syl,-stres] __ #
#d̪ˈolkʲʝɑ# | Rule 76 : [+hi,+back,-cont] > [+front] / __ [+cont,-lo,+front]
#d̪ˈolcʝɑ# | Rule 77 : [+back,+front] > [-back] 
#d̪ˈolcɑ# | Rule 86 : ʝ > ∅ / [-cont,+hi,+front] __ 
#d̪ˈoɫcɑ# | Rule 140 : l > ɫ / __ [+cons,-lat]
#d̪ˈoʎcɑ# | Rule 172 : [+lat] > ʎ / __ [+cons,+hi,+front]
#d̪ˈoʎt͡sʲɑ# | Rule 184 : {c;ɟ} > {t͡sʲ;d͡ʒ} 
#d̪ˈoʎt͡sʲa# | Rule 201 : [+lo,+syl] > [+front,-back] 
#d̪ˈoʎt͡sʲə# | Rule 444 : a > ə / [+syl] ( [-syl] )* __ 
#d̪ˈoʎˠt͡sʲə# | Rule 502 : [+lat] > [+back] / __ [+cons]
#d̪ˈoʎˠt͡sə# | Rule 545 : t͡sʲ > t͡s / [-nas] __ 
#d̪ˈuʎˠt͡sə# | Rule 564 : [+round,+tense,+back] > [+hi] 
#d̪ˈuwt͡sə# | Rule 582 : [+lat,+back] > w 
#d̪ˈut͡sə# | Rule 583 : w > ∅ / [+syl,+hi,+round] __ 
#d̪ˈusə# | Rule 647 : [+delrel] > [+cont,.delrel] 
#d̪ˈusə̯# | Rule 706 : ə > ə̯ / __ #
#d̪ˈus# | Rule 735 : ə̯ > ∅ 
#d̪us# | Rule 749 : [+stres] > [-stres,-prim,+syl,+son,.delrel] 
