Trajectory file for run 'run1'; etymon number :1070:
#sˈeːd̪ikum# >>> #sjɛʒ# ( Correct : #sjɛʒ#) :
s ˈeː d̪ i k u m 
#sˈeːd̪ɪkʊm# | Rule 15 : [+syl,-lo,-long] > [-tense,-cons,-lat,+cont,.delrel] 
#sˈed̪ɪkʊm# | Rule 55 : [+syl,-lo,+long] > [-long,+tense,-splng,-cons,-lat,+cont,.delrel] 
#sˈed̪ekom# | Rule 65 : [+hi,-tense] > [-hi,+tense,-cons,-lat,+cont,.delrel] 
#sˈed̪eko# | Rule 70 : [+nas,+cons] > ∅ / [+syl,-stres] __ #
#sˈeðeko# | Rule 105 : [-cont,-delrel,+voi] > [+cont,.delrel] / [+syl] __ [+son,-lat,-nas]
#sˈeːðeko# | Rule 112 : [+prim] > [+long] / __ [+cons] [-cons]
#sˈeːðeɡo# | Rule 133 : k > ɡ / [-cons] __ [+syl]
#sˈeːðeɣo# | Rule 135 : ɡ > ɣ / [-cons] __ [-cons]
#sˈɛːðeɣo# | Rule 263 : ˈeː > ˈɛː / __ [+voi,+cor,+ant,+distr] e ɣ
#sˈɛːðəɣo# | Rule 268 : [+syl,-stres,-lo] > ə / __ [-syl] ( [-syl] )* [+syl] ( [-syl] )* #
#sˈɛːðəɣə# | Rule 271 : [-stres,-lo,+syl] > ə / __ #
#sˈɛːðə̯ɣə̯# | Rule 273 : ə > ə̯ 
#sˈɛːðəɣə̯# | Rule 282 : ə̯ > ə / [+cor,+ant,+distr] __ ɣ
#sˈɛːðəɣə# | Rule 283 : ə̯ > ə / [+cor,+ant,+distr] ə ɣ __ 
#sˈɛːd̪d͡ʒə# | Rule 375 : {t̪ ə ɣ;d̪ ə ɣ;ð ə ɣ} > {t̪ t͡ʃ;d̪ d͡ʒ;d̪ d͡ʒ} 
#sˈie̯d̪d͡ʒə# | Rule 382 : {ˈɛː;ˈɔː} > {ˈi e̯;ˈu o̯} 
#sˈie̯d͡ʒə# | Rule 490 : [+cor,-cont,-delrel] > ∅ / __ [+cor,-cont]
#sjˈed͡ʒə# | Rule 596 : {ˈi e̯;ˌɛ a̯;ˈɛ a̯;ˈy ø̯} > {j ˈe;e̯ ˌa;e̯ ˈa;ɥ ˈø} 
#sj?d͡ʒə# | Rule 613 : ˈe > ? / __ @
#sjˈɛd͡ʒə# | Rule 616 : ? > ˈɛ 
#sjˈɛʒə# | Rule 647 : [+delrel] > [+cont,.delrel] 
#sjˈɛʒə̯# | Rule 706 : ə > ə̯ / __ #
#sjˈɛʒ# | Rule 735 : ə̯ > ∅ 
#sjɛʒ# | Rule 749 : [+stres] > [-stres,-prim,+syl,+son,.delrel] 
