Trajectory file for run 'run1'; etymon number :1268:
#ˈursum# >>> #uʁs# ( Correct : #uʁs#) :
ˈu r s u m 
#ˈʊrsʊm# | Rule 15 : [+syl,-lo,-long] > [-tense,-cons,-lat,+cont,.delrel] 
#ˈorsom# | Rule 65 : [+hi,-tense] > [-hi,+tense,-cons,-lat,+cont,.delrel] 
#ˈorso# | Rule 70 : [+nas,+cons] > ∅ / [+syl,-stres] __ #
#ˈorsə# | Rule 271 : [-stres,-lo,+syl] > ə / __ #
#ˈorsə̯# | Rule 273 : ə > ə̯ 
#ˈors# | Rule 308 : ə̯ > ∅ 
#ˈurs# | Rule 564 : [+round,+tense,+back] > [+hi] 
#ˈuɹs# | Rule 728 : r > ɹ / [-cons] __ [+cons]
#ˈuɹsə̯# | Rule 729 : ∅ > ə̯ / # ( [-cons,-long] )* s __ #
#ˈuɹs# | Rule 735 : ə̯ > ∅ 
#ˈurs# | Rule 746 : ɹ > r 
#ˈuʀs# | Rule 748 : r > ʀ 
#uʀs# | Rule 749 : [+stres] > [-stres,-prim,+syl,+son,.delrel] 
#uʁs# | Rule 756 : ʀ > ʁ 
