Trajectory file for run 'run1'; etymon number :697:
#mˈoːbilem# >>> #mœbl# ( Correct : #mœbl#) :
m ˈoː b i l e m 
#mˈoːbɪlɛm# | Rule 15 : [+syl,-lo,-long] > [-tense,-cons,-lat,+cont,.delrel] 
#mˈoːβɪlɛm# | Rule 51 : b > β / [+syl] __ [+son,-lat,-nas]
#mˈoβɪlɛm# | Rule 55 : [+syl,-lo,+long] > [-long,+tense,-splng,-cons,-lat,+cont,.delrel] 
#mˈoβelɛm# | Rule 65 : [+hi,-tense] > [-hi,+tense,-cons,-lat,+cont,.delrel] 
#mˈoβelɛ# | Rule 70 : [+nas,+cons] > ∅ / [+syl,-stres] __ #
#mˈoːβelɛ# | Rule 112 : [+prim] > [+long] / __ [+cons] [-cons]
#mˈoːβəlɛ# | Rule 268 : [+syl,-stres,-lo] > ə / __ [-syl] ( [-syl] )* [+syl] ( [-syl] )* #
#mˈoːβələ# | Rule 271 : [-stres,-lo,+syl] > ə / __ #
#mˈoːβə̯lə̯# | Rule 273 : ə > ə̯ 
#mˈoːβə̯lə# | Rule 303 : ə̯ > ə / ə̯ ( [-syl] )* __ #
#mˈoːβlə# | Rule 308 : ə̯ > ∅ 
#mˈoːblə# | Rule 312 : β > b / __ l
#mˈowblə# | Rule 416 : {ˈaː;ˈeː;ˈoː;ˈɛː} > {ˈa e̯;ˈe j;ˈo w;ˈi e̯} 
#mˈewblə# | Rule 541 : ˈo > ˈe / __ w
#mˈøwblə# | Rule 612 : [-hi,-lo,+tense,+syl] > [+round,+lab] / __ w
#mˈøːblə# | Rule 620 : [+round,+front,-hi,+syl] w > [+long] ∅
#mˈøːblə̯# | Rule 706 : ə > ə̯ / __ #
#mˈøːbl# | Rule 735 : ə̯ > ∅ 
#mˈœːbl# | Rule 736 : [+front,+round,-hi,+syl] > [-tense,-cons,-lat,+cont,.delrel] / __ [+cons] ( [+cons] )* ( ə ) #
#mœːbl# | Rule 749 : [+stres] > [-stres,-prim,+syl,+son,.delrel] 
#mœbl# | Rule 750 : [+syl,+long] > [-long,-splng] 
