Trajectory file for run 'run1'; etymon number :1161:
#t͡srˈokn̪ɑm# >>> #fʁɔɲ# ( Correct : #fʁɔɲ#) :
t͡s r ˈo k n̪ ɑ m 
#t͡srˈɔkn̪ɑm# | Rule 15 : [+syl,-lo,-long] > [-tense,-cons,-lat,+cont,.delrel] 
#t͡srˈɔkn̪ɑ# | Rule 70 : [+nas,+cons] > ∅ / [+syl,-stres] __ #
#frˈɔkn̪ɑ# | Rule 73 : t͡s > f / __ [+cons,+son]
#frˈɔxn̪ɑ# | Rule 118 : [+hi,+back,-cont] > [+cont,.delrel] / [-cons] __ [+cor,+cons]
#frˈoxn̪ɑ# | Rule 166 : [+prim] > [+tense,-cons,-lat,+cont,.delrel] / __ x n̪
#frˈoŋɲɑ# | Rule 167 : x n̪ > ŋ ɲ 
#frˈũŋɲɑ# | Rule 168 : [+round,-hi] > [+tense,+hi,+nas,-cons,+son,-lat,+cont,.delrel] / __ [+nas,+cons]
#frˈũŋɲa# | Rule 201 : [+lo,+syl] > [+front,-back] 
#frˈũɲɲa# | Rule 217 : ŋ > ɲ / __ ɲ
#frˈũɲɲə# | Rule 444 : a > ə / [+syl] ( [-syl] )* __ 
#frˈũɲə# | Rule 445 : ɲ > ∅ / __ ɲ
#frˈũɲə̯# | Rule 706 : ə > ə̯ / __ #
#frˈũɲ# | Rule 735 : ə̯ > ∅ 
#fʀˈũɲ# | Rule 748 : r > ʀ 
#fʀũɲ# | Rule 749 : [+stres] > [-stres,-prim,+syl,+son,.delrel] 
#fʀɔ̃ɲ# | Rule 751 : [+back,-lo,+nas,+syl] > ɔ̃ 
#fʀɔɲ# | Rule 753 : [+syl,+nas] > [-nas] / __ [+nas,+cons]
#fʁɔɲ# | Rule 756 : ʀ > ʁ 
