Trajectory file for run 'run1'; etymon number :340:
#hˈord̪eum# >>> #ɔʁʒ# ( Correct : #ɔʁʒ#) :
h ˈo r d̪ e u m 
#hˈɔrd̪ɛʊm# | Rule 15 : [+syl,-lo,-long] > [-tense,-cons,-lat,+cont,.delrel] 
#hˈɔrd̪jʊm# | Rule 25 : [+syl,-long,-stres,-lo] > [+hi,-syl,+tense,.stres,.prim,-cons,-lat,+cont,.delrel] / __ [+syl]
#hˈɔrd̪ʝʊm# | Rule 28 : j > ʝ / __ [+syl]
#hˈɔrd̪ʝom# | Rule 65 : [+hi,-tense] > [-hi,+tense,-cons,-lat,+cont,.delrel] 
#hˈɔrd̪ʝo# | Rule 70 : [+nas,+cons] > ∅ / [+syl,-stres] __ #
#hˈɔrɟʝo# | Rule 74 : {t̪;d̪} > {t͡sʲ;ɟ} / __ [+hi,+front,-syl,+cont]
#hˈɔrɟo# | Rule 86 : ʝ > ∅ / [-cont,+hi,+front] __ 
#ˈɔrɟo# | Rule 107 : h > ∅ 
#ˈɔrd͡ʒo# | Rule 184 : {c;ɟ} > {t͡sʲ;d͡ʒ} 
#ˈɔrd͡ʒə# | Rule 271 : [-stres,-lo,+syl] > ə / __ #
#ˈɔrd͡ʒə̯# | Rule 273 : ə > ə̯ 
#ˈɔrd͡ʒə# | Rule 286 : ə̯ > ə / [+delrel,-ant] __ 
#ˈɔrʒə# | Rule 647 : [+delrel] > [+cont,.delrel] 
#ˈɔrʒə̯# | Rule 706 : ə > ə̯ / __ #
#ˈɔɹʒə̯# | Rule 728 : r > ɹ / [-cons] __ [+cons]
#ˈɔɹʒ# | Rule 735 : ə̯ > ∅ 
#ˈɔrʒ# | Rule 746 : ɹ > r 
#ˈɔʀʒ# | Rule 748 : r > ʀ 
#ɔʀʒ# | Rule 749 : [+stres] > [-stres,-prim,+syl,+son,.delrel] 
#ɔʁʒ# | Rule 756 : ʀ > ʁ 
