Trajectory file for run 'run1'; etymon number :30:
#ˈɑksem# >>> #ɛ# ( Correct : #ɛ#) :
ˈɑ k s e m 
#ˈɑksɛm# | Rule 15 : [+syl,-lo,-long] > [-tense,-cons,-lat,+cont,.delrel] 
#ˈɑxsɛm# | Rule 61 : k > x / [-cons] __ [+cor,-voi]
#ˈɑxsɛ# | Rule 70 : [+nas,+cons] > ∅ / [+syl,-stres] __ #
#ˈaxsɛ# | Rule 201 : [+lo,+syl] > [+front,-back] 
#ˈaçsɛ# | Rule 209 : [+back,+hi,+cont,-son] > [-back,+front] / __ [+cor]
#ˈaçsʲɛ# | Rule 219 : [+cor,+ant,-lat] > [+hi,+front] / [+hi,+front,+cons] __ 
#ˈaçsʲə# | Rule 271 : [-stres,-lo,+syl] > ə / __ #
#ˈaçsʲə̯# | Rule 273 : ə > ə̯ 
#ˈaçsʲ# | Rule 308 : ə̯ > ∅ 
#ˈaçs# | Rule 393 : {t̪ʲ;d̪ʲ;sʲ;zʲ;n̪ʲ;d͡zʲ} > {t̪;d̪;s;z;n̪;d͡z} / [+hi,+front,-syl] __ 
#ˈaçsʲ# | Rule 395 : {t̪;d̪;s} > {t̪ʲ;d̪ʲ;sʲ} / [-syl,+hi,+front,+cont,-strid] __ #
#ˈaʝsʲ# | Rule 461 : ç > ʝ 
#ˈajsʲ# | Rule 467 : ʝ > j / [-cons] __ 
#ˈɛjsʲ# | Rule 618 : [+lo,+syl] > [-lo,-tense,-cons,-lat,+cont,.delrel] / __ j [+cons]
#ˈɛːsʲ# | Rule 639 : {ˌɛ j;ˌɛː j;ˈɛ j;ˈɛː j} > {ˌɛː;ˌɛː;ˈɛː;ˈɛː} / __ [+cons]
#ˈɛːs# | Rule 671 : {sʲ;d̪ʲ;t̪ʲ} > {s;d̪;t̪} 
#ˈɛː# | Rule 733 : [-son] > ∅ / __ #
#ɛː# | Rule 749 : [+stres] > [-stres,-prim,+syl,+son,.delrel] 
#ɛ# | Rule 750 : [+syl,+long] > [-long,-splng] 
