Trajectory file for run 'run1'; etymon number :833:
#pˈeːd̪ikɑ# >>> #pɛʃ# ( Correct : #pjɛʒ#) :
p ˈeː d̪ i k ɑ 
#pˈeːd̪ɪkɑ# | Rule 15 : [+syl,-lo,-long] > [-tense,-cons,-lat,+cont,.delrel] 
#pˈed̪ɪkɑ# | Rule 55 : [+syl,-lo,+long] > [-long,+tense,-splng,-cons,-lat,+cont,.delrel] 
#pˈed̪ekɑ# | Rule 65 : [+hi,-tense] > [-hi,+tense,-cons,-lat,+cont,.delrel] 
#pˈeðekɑ# | Rule 105 : [-cont,-delrel,+voi] > [+cont,.delrel] / [+syl] __ [+son,-lat,-nas]
#pˈeːðekɑ# | Rule 112 : [+prim] > [+long] / __ [+cons] [-cons]
#pˈeːðkɑ# | Rule 132 : e > ∅ / __ k [+lo,+syl]
#pˈeðkɑ# | Rule 151 : [+syl] > [-long,-splng] / __ [-syl] [+cons,-son]
#pˈeðka# | Rule 201 : [+lo,+syl] > [+front,-back] 
#pˈeðkʲa# | Rule 239 : [+hi,+back,+cons] > [+front] / __ [+front,+syl]
#pˈeðca# | Rule 252 : [+back,+front] > [-back] 
#pˈeðt͡ʃa# | Rule 261 : [+hi,+front,-cont,-ant] > [+delrel,+cor,-hi,+strid,+distr,-son] 
#pˈeðt͡ʃə# | Rule 444 : a > ə / [+syl] ( [-syl] )* __ 
#pˈeθt͡ʃə# | Rule 492 : [-son] > [-voi] / __ [-voi]
#pˈet͡ʃə# | Rule 608 : {θ;ð} > {∅;∅} 
#p?t͡ʃə# | Rule 613 : ˈe > ? / __ @
#pˈɛt͡ʃə# | Rule 616 : ? > ˈɛ 
#pˈɛʃə# | Rule 647 : [+delrel] > [+cont,.delrel] 
#pˈɛʃə̯# | Rule 706 : ə > ə̯ / __ #
#pˈɛʃ# | Rule 735 : ə̯ > ∅ 
#pɛʃ# | Rule 749 : [+stres] > [-stres,-prim,+syl,+son,.delrel] 
