ID,CFR_prediction,gold,rawLevenshteinED,phonemewiseLevenshteinED,featureED,pred_phone_length,gold_phone_length
0,*/ʁjeʒe/,/ʁɛd̪ɥizje/,6,0.75,2.0576923076923075,5,8
1,*/ʁy/,/ʁɛd̪ɥiz/,5,0.8333333333333334,2.7115384615384617,2,6
2,*/lje/,/liz/,2,0.6666666666666666,0.4230769230769231,3,3
3,*/bwav/,/bwav/,0,0.0,0.0,4,4
4,*/je/,/vɔ̃/,2,1.0,0.5192307692307693,2,2
5,*/ɑ̃d̪y/,/ɑ̃d̪ɥiz/,3,0.6,1.3076923076923077,3,5
6,*/sizi/,/ʃy/,4,2.0,1.6538461538461537,4,2
7,*/kɔ̃d̪y/,/kɔ̃d̪ɥiz/,3,0.5,1.3076923076923077,4,6
8,*/kø/,/kɥiz/,3,0.75,1.3076923076923077,2,4
9,*/fi/,/fja/,2,0.6666666666666666,0.5384615384615384,2,3
10,*/d̪əvwe/,/d̪yt̪/,4,1.3333333333333333,1.5,5,3
11,*/d̪əvwa/,/d̪ys/,4,1.3333333333333333,1.5192307692307692,5,3
12,*/d̪əvwa/,/d̪ys/,4,1.3333333333333333,1.5192307692307692,5,3
13,*/d̪əvwas/,/d̪ys/,4,1.3333333333333333,1.8846153846153846,6,3
14,*/d̪əvwe/,/d̪ys/,4,1.3333333333333333,1.4038461538461537,5,3
15,*/t̪ʁe/,/t̪ʁɛ/,1,0.3333333333333333,0.038461538461538464,3,3
16,*/ekʁiv/,/ekʁiv/,0,0.0,0.0,5,5
17,*/sje/,/sɔ̃/,2,1.0,0.6923076923076923,3,2
18,*/pʁɛsɛ̃/,/pʁɛʃjɔ̃/,3,0.5,0.8846153846153846,5,6
19,*/pʁɛs/,/pʁɛʃ/,1,0.25,0.11538461538461539,4,4
20,*/pʁɛsi/,/pɾɛʃje/,4,0.6666666666666666,0.8076923076923077,5,6
21,*/pʁɛ/,/pʁɛʃ/,1,0.25,0.6153846153846154,3,4
22,*/pʁɛs/,/pʁɛʃ/,1,0.25,0.11538461538461539,4,4
23,*/pʁɛ/,/pʁɛʃ/,1,0.25,0.6153846153846154,3,4
24,*/vi/,/vi/,0,0.0,0.0,2,2
