etID  | Late Latin | Old French I | Old French II | Middle French  | Output [REFERENCE]
997    | #pˈot̪t̪o# | #pˈot̪# | #pˈɔt̪# | #pˈɔt̪# | #po# {GOLD: #po#}
998    | #rˈɑbʝɑ# | #rˈad͡ʒə# | #rˈaʒə# | #rˈaʒə# | #ʁaʒ# {GOLD: #ʁaʒ#}
999    | #rˌɑd̪icˈin̪ɑ# | #rˌat͡sʲˈin̪ə# | #rˌasʲˈĩn̪ə# | #rˌasˈin̪ə# | #ʁasin̪# {GOLD: #ʁasin̪#}
1000   | #rˈɑʝʝo# | #rˈaj# | #rˈɛ# | #rˈɛ# | #ʁɛ# {GOLD: #ʁɛ#}
1001   | #rˌɑcˈemo# | #rˌajd͡zʲˈin̪# | #rˌɛzʲˈĩn̪# | #rˌɛzˈẽː# | #ʁɛzɛ̃# {GOLD: #ʁɛzɛ̃#}
1002   | #rˌɑmˈɛllo# | #rˌãmˈɛl# | #rˌãme̯ˈaw# | #rˌãmə̯ˈoː# | #ʁamo# {GOLD: #ʁamo#}
1003   | #rˈɑn̪ɑ# | #rˈãj̃n̪ə# | #rˈɛ̃j̃n̪ə# | #rˈɛ̃n̪ə# | #ʁɛn̪# {GOLD: #ʁɛn̪#}
1004   | #rˌɑŋkˈorɛ# | #rˌãŋkˈowr# | #rˌãŋkˈør# | #rˌãːkˈør# | #ʁɑ̃kœʁ# {GOLD: #ʁɑ̃kœʁ#}
1005   | #rˈɑped̪o# | #rˈad̪ə# | #rˈad̪ə# | #rˈad̪ə# | #ʁad̪# {GOLD: #ʁad̪#}
1006   | #rˌɑskolˈɑrɛ# | #rˌazlˈeːr# | #rˌaːlˈer# | #rˌaːlˈer# | #ʁɑle# {GOLD: #ʁɑle#}
1007   | #rˌɑst̪ˈɛllo# | #rˌast̪ˈɛl# | #rˌaːt̪e̯ˈaw# | #rˌaːt̪ə̯ˈoː# | #ʁɑt̪o# {GOLD: #ʁɑt̪o#}
1008   | #rˌɑt͡sʲʝˈon̪ɛ# | #rˌajzˈũn̪# | #rˌɛzˈũn̪# | #rˌɛzˈũː# | #ʁɛzɔ̃# {GOLD: #ʁɛzɔ̃#}
1009   | #rˈɑso# | #rˈeːs# | #rˈes# | #rˈes# | #ʁe# {GOLD: #ʁe#}
1010   | #rˌɛd̪ˌɛmpt͡sʲʝˈon̪ɛ# | #rˌəðˌẽmt͡sʲˈũn̪# | #rˌəˌãn̪sʲˈũn̪# | #rˌãːsˈũː# | #ʁɑ̃sɔ̃# {GOLD: #ʁɑ̃sɔ̃#}
1011   | #rˌeɣˈɑlɛ# | #rˌejˈal# | #rwˌɛjˈal# | #rwˌɛjˈal# | #ʁwajal# {GOLD: #ʁwajal#}
1012   | #rˌeɣˈɑles# | #rˌejˈaɫs# | #rwˌɛjˈaws# | #rwˌɛjˈoːs# | #ʁwajo# {GOLD: #ʁwajo#}
1013   | #rˈeʝɛ# | #rˈej# | #rwˈɛ# | #rwˈɛ# | #ʁwa# {GOLD: #ʁwa#}
1014   | #rˈɛm# | #rˈie̯n̪# | #rjˈẽn̪# | #rjˈẽː# | #ʁjɛ̃# {GOLD: #ʁjɛ̃#}
1015   | #rˈɛn̪d̪et̪ɑ# | #rˈɛ̃n̪t̪ə# | #rˈãn̪t̪ə# | #rˈãːt̪ə# | #ʁɑ̃t̪# {GOLD: #ʁɑ̃t̪#}
1016   | #rˈen̪ɛ# | #rˈẽj̃n̪# | #rˈɛ̃j̃n̪# | #rˈɛ̃ː# | #ʁɛ̃# {GOLD: #ʁɛ̃#}
1017   | #rˈet̪es# | #rˈejt͡s# | #rwˈɛs# | #rwˈɛs# | #ʁwa# {GOLD: #ʁɛ#}
1018   | #rˈɛt̪en̪ɑ# | #rˈɛðn̪ə# | #rˈɛ̃ːn̪ə# | #rˈɛ̃ːn̪ə# | #ʁɛn̪# {GOLD: #ʁɛn̪#}
1019   | #rˌɛt̪ˈon̪d̪ɑ# | #rˌəðˈũn̪d̪ə# | #rˌəˈũn̪d̪ə# | #rə̯ˈũːd̪ə# | #ʁɔ̃d̪# {GOLD: #ʁɔ̃d̪#}
1020   | #rˌɛt̪ˈon̪d̪o# | #rˌəðˈũn̪t̪# | #rˌəˈũn̪t̪# | #rə̯ˈũːt̪# | #ʁɔ̃# {GOLD: #ʁɔ̃#}
1021   | #rˈid̪ɛrɛ# | #rˈiðrə# | #rˈirə# | #rˈirə# | #ʁiʁ# {GOLD: #ʁiʁ#}
1022   | #rˈekɑ# | #rˈejə# | #rwˈɛə# | #rwˈɛː# | #ʁwa# {GOLD: #ʁɛ#}
1023   | #rˈeɡd̪ɑ# | #rˈejd̪ə# | #rˈɛd̪ə# | #rˈɛd̪ə# | #ʁɛd̪# {GOLD: #ʁɛd̪#}
1024   | #rˈipɑ# | #rˈivə# | #rˈivə# | #rˈivə# | #ʁiv# {GOLD: #ʁiv#}
1025   | #rˌipˈɑrʝɑ# | #rˌivˈie̯rə# | #rˌivjˈerə# | #rˌivjˈerə# | #ʁivjɛʁ# {GOLD: #ʁivjɛʁ#}
1026   | #rˈiso# | #rˈis# | #rˈis# | #rˈis# | #ʁi# {GOLD: #ʁi#}
1027   | #rˌoβˈiklɑ# | #rˌoˈiʎə# | #rˌuˈiʎə# | #rˌuˈiʎə# | #ʁuj# {GOLD: #ʁuj#}
1028   | #rˈɔkkɑ# | #rˈɔt͡ʃə# | #rˈɔʃə# | #rˈɔʃə# | #ʁɔʃ# {GOLD: #ʁoʃ#}
1029   | #rˈot̪on̪o# | #rˈoðn̪ə# | #rˈõːn̪ə# | #rˈõːn̪ə# | #ʁon̪# {GOLD: #ʁon̪#}
1030   | #rˈobʝo# | #rˈod͡ʒə# | #rˈuʒə# | #rˈuʒə# | #ʁuʒ# {GOLD: #ʁuʒ#}
1031   | #rˈuɣɑ# | #rˈyə# | #rˈyə# | #rˈyː# | #ʁy# {GOLD: #ʁy#}
1032   | #rˈomecɛ# | #rˈũmt͡sʲə# | #rˈũn̪sʲə# | #rˈũːsə# | #ʁɔ̃s# {GOLD: #ʁɔ̃s#}
1033   | #rˌumˈorɛ# | #rˌymˈowr# | #rˌỹmˈør# | #rˌymˈør# | #ʁymœʁ# {GOLD: #ʁymœʁ#}
1034   | #rˈompɛrɛ# | #rˈũmprə# | #rˈũn̪prə# | #rˈũːprə# | #ʁɔ̃pʁ# {GOLD: #ʁɔ̃pʁ#}
1035   | #rˈopt̪ɑ# | #rˈot̪ə# | #rˈut̪ə# | #rˈut̪ə# | #ʁut̪# {GOLD: #ʁut̪#}
1036   | #rˈopt̪o# | #rˈot̪# | #rˈɔt̪# | #rˈɔt̪# | #ʁo# {GOLD: #ʁo#}
1037   | #rˈuskɑ# | #rˈyst͡ʃə# | #rˈyːʃə# | #rˈyːʃə# | #ʁyʃ# {GOLD: #ʁyʃ#}
1038   | #rˌuscˈɛllo# | #rˌyjsˈɛl# | #rˌyjse̯ˈaw# | #rˌyjsə̯ˈoː# | #ʁyjso# {GOLD: #ʁɥiso#}
1039   | #rˈossɑ# | #rˈosə# | #rˈusə# | #rˈusə# | #ʁus# {GOLD: #ʁus#}
1040   | #rˈosso# | #rˈos# | #rˈus# | #rˈus# | #ʁu# {GOLD: #ʁu#}
1041   | #rˌot̪ˈɑblo# | #rˌoðˈablə# | #rˌuˈablə# | #rˌuˈablə# | #ʁuabl# {GOLD: #ʁɑbl#}
1042   | #rˈut̪ɑ# | #rˈyðə# | #rˈyə# | #rˈyː# | #ʁy# {GOLD: #ʁy#}
1043   | #rˌut̪ˈɑrɛ# | #rˌyðˈeːr# | #rˌyˈer# | #rˌyˈer# | #ʁɥeʁ# {GOLD: #ʁɥe#}
1044   | #sˌɑβin̪ʝˈɑko# | #sˌaviɲˈi# | #sˌavĩɲˈi# | #sˌaviɲˈi# | #saviɲi# {GOLD: #saviɲi#}
1045   | #sˈɑblo# | #sˈablə# | #sˈablə# | #sˈablə# | #sabl# {GOLD: #sabl#}
1046   | #sˈɑwmɑ# | #sˈũmə# | #sˈũmə# | #sˈũmə# | #sɔm# {GOLD: #sɔm#}
1047   | #sˌɑwmˈɑrʝo# | #sˌũmˈie̯r# | #sˌũmjˈer# | #sˌũmjˈer# | #sɔmje# {GOLD: #sɔmje#}
1048   | #sˈɑkko# | #sˈak# | #sˈak# | #sˈak# | #sak# {GOLD: #sak#}
1049   | #sˌɑkrɑmˈɛn̪t̪o# | #sˌajrəmˈɛ̃n̪t̪# | #sˌɛrəmˈãn̪t̪# | #sˌɛrmˈãːt̪# | #sɛʁmɑ̃# {GOLD: #sɛʁmɑ̃#}
1050   | #sˈɑlɛ# | #sˈeːl# | #sˈel# | #sˈel# | #sɛl# {GOLD: #sɛl#}
1051   | #sˌɑlen̪ˈɑrʝo# | #sˌaɫn̪ˈie̯r# | #sˌawn̪jˈer# | #sˌoːn̪jˈer# | #son̪je# {GOLD: #son̪je#}
1052   | #sˌɑɫmˈɑst̪ɛr# | #sˌaɫmˈast̪rə# | #sˌawmˈaːt̪rə# | #sˌoːmˈaːt̪rə# | #somɑt̪ʁ# {GOLD: #somɑt̪ʁ#}
1053   | #sˌɑɫmˈon̪ɛ# | #sˌaɫmˈũn̪# | #sˌawmˈũn̪# | #sˌoːmˈũː# | #somɔ̃# {GOLD: #somɔ̃#}
1054   | #sˈɑɫsɑ# | #sˈaɫsə# | #sˈawsə# | #sˈoːsə# | #sos# {GOLD: #sos#}
1055   | #sˌɑɫsˈiccʝɑ# | #sˌaɫsˈit͡sʲə# | #sˌawsˈisʲə# | #sˌoːsˈisə# | #sosis# {GOLD: #sosis#}
1056   | #sˌɑɫt̪ˈɑrɛ# | #sˌaɫt̪ˈeːr# | #sˌawt̪ˈer# | #sˌoːt̪ˈer# | #sot̪e# {GOLD: #sot̪e#}
1057   | #sˌɑɫt̪wˈɑrʝo# | #sˌaɫt̪ˈie̯r# | #sˌawt̪jˈer# | #sˌoːt̪jˈer# | #sot̪je# {GOLD: #sot̪je#}
1058   | #sˌɑlˈut̪ɛ# | #sˌalˈyθ# | #sˌalˈy# | #sˌalˈy# | #saly# {GOLD: #saly#}
1059   | #sˈɑɫβʷɑ# | #sˈaɫvə# | #sˈawvə# | #sˈoːvə# | #sov# {GOLD: #sov#}
1060   | #sˌɑɫβʷˈɑt̪eko# | #sˌaɫvˈad͡ʒə# | #sˌawvˈaʒə# | #sˌoːvˈaʒə# | #sovaʒ# {GOLD: #sovaʒ#}
1061   | #sˌɑɫβʷɑt̪ˈorɛ# | #sˌaɫvəðˈowr# | #sˌawvəˈør# | #sˌoːvə̯ˈør# | #sovœʁ# {GOLD: #sovœʁ#}
1062   | #sˈɑɫʝɑ# | #sˈaɫd͡ʒə# | #sˈawʒə# | #sˈoːʒə# | #soʒ# {GOLD: #soʒ#}
1063   | #sˈɑɫβʷo# | #sˈaɫf# | #sˈawf# | #sˈoːf# | #sof# {GOLD: #sof#}
1064   | #sˈɑn̪ɑ# | #sˈãj̃n̪ə# | #sˈɛ̃j̃n̪ə# | #sˈɛ̃n̪ə# | #sɛn̪# {GOLD: #sɛn̪#}
1065   | #sˌɑn̪et̪ˈɑt̪ɛ# | #sˌãn̪t̪ˈeːθ# | #sˌãn̪t̪ˈe# | #sˌãːt̪ˈe# | #sɑ̃t̪e# {GOLD: #sɑ̃t̪e#}
1066   | #sˈɑŋɡwɛ# | #sˈãŋk# | #sˈãŋk# | #sˈãːk# | #sɑ̃# {GOLD: #sɑ̃#}
1067   | #sˌɑŋɡwesˈuɣɑ# | #sˌãn̪sˈyə# | #sˌãn̪sˈyə# | #sˌãːsˈyː# | #sɑ̃sy# {GOLD: #sɑ̃sy#}
1068   | #sˌɑŋt̪et̪ˈɑt̪ɛ# | #sˌãj̃n̪t̪ʲˈie̯θ# | #sˌɛ̃j̃n̪t̪ʲjˈe# | #sˌɛ̃ːt̪ˈe# | #sɛ̃t̪e# {GOLD: #sɛ̃t̪ət̪e#}
1069   | #sˈɑŋt̪o# | #sˈãj̃n̪t̪# | #sˈɛ̃j̃n̪t̪# | #sˈɛ̃ːt̪# | #sɛ̃# {GOLD: #sɛ̃#}
1070   | #sˈɑn̪o# | #sˈãj̃n̪# | #sˈɛ̃j̃n̪# | #sˈɛ̃ː# | #sɛ̃# {GOLD: #sɛ̃#}
1071   | #sˈɑpɑ# | #sˈeːvə# | #sˈevə# | #sˈevə# | #sɛv# {GOLD: #sɛv#}
1072   | #sˌɑpˈɑwʝʝɑ# | #sˌavˈɔjə# | #sˌavwˈɛə# | #sˌavwˈɛː# | #savwa# {GOLD: #savwa#}
1073   | #sˌɑpˈerɛ# | #sˌavˈojr# | #sˌavwˈɛr# | #sˌavwˈɛr# | #savwaʁ# {GOLD: #savwaʁ#}
1074   | #sˈɑpʝɑ# | #sˈat͡ʃə# | #sˈaʃə# | #sˈaʃə# | #saʃ# {GOLD: #saʃ#}
1075   | #sˈɑped̪o# | #sˈad̪ə# | #sˈad̪ə# | #sˈad̪ə# | #sad̪# {GOLD: #sad̪#}
1076   | #sˌɑpˈɛn̪t̪ɛ# | #sˌavˈɛ̃n̪t̪# | #sˌavˈãn̪t̪# | #sˌavˈãːt̪# | #savɑ̃# {GOLD: #savɑ̃#}
1077   | #sˌɑpˈon̪ɛ# | #sˌavˈũn̪# | #sˌavˈũn̪# | #sˌavˈũː# | #savɔ̃# {GOLD: #savɔ̃#}
1078   | #sˌɑpˈorɛ# | #sˌavˈowr# | #sˌavˈør# | #sˌavˈør# | #savœʁ# {GOLD: #savœʁ#}
1079   | #sˌɑppˈin̪o# | #sˌapˈin̪# | #sˌapˈĩn̪# | #sˌapˈẽː# | #sapɛ̃# {GOLD: #sapɛ̃#}
1080   | #sˌɑrmˈɛn̪t̪o# | #sˌarmˈɛ̃n̪t̪# | #sˌarmˈãn̪t̪# | #sˌarmˈãːt̪# | #saʁmɑ̃# {GOLD: #saʁmɑ̃#}
1081   | #sˌɑt͡sʲʝˈon̪ɛ# | #sˌajzˈũn̪# | #sˌɛzˈũn̪# | #sˌɛzˈũː# | #sɛzɔ̃# {GOLD: #sɛzɔ̃#}
1082   | #sˌɑt̪ˈollo# | #sˌaðˈol# | #sˌaˈu# | #sˈu# | #su# {GOLD: #su#}
1083   | #sˌɑwkˈon̪ɑ# | #sˌɔwˈũn̪ə# | #sˌuˈũn̪ə# | #sˈũːn̪ə# | #son̪# {GOLD: #son̪#}
1084   | #sˈe# | #sˈej# | #swˈɛ# | #swˈɛ# | #swa# {GOLD: #swa#}
1085   | #sˌɛd̪ˈerɛ# | #sˌəðˈejr# | #sˌəwˈɛr# | #sə̯wˈɛr# | #swaʁ# {GOLD: #swaʁ#}
1086   | #sˈed̪eko# | #sˈie̯d͡ʒə# | #sjˈeʒə# | #sjˈeʒə# | #sjɛʒ# {GOLD: #sjɛʒ#}
1087   | #sˈɛxs# | #sˈis# | #sˈis# | #sˈis# | #sis# {GOLD: #sis#}
1088   | #sˌɛxsˈɑn̪t̪ɑ# | #sˌejsˈãn̪t̪ə# | #swˌɛsˈãn̪t̪ə# | #swˌɛsˈãːt̪ə# | #swasɑ̃t̪# {GOLD: #swasɑ̃t̪#}
1089   | #sˌekˈurɑ# | #sˌəˈyrə# | #sˌəˈyrə# | #sə̯ˈyrə# | #syʁ# {GOLD: #syʁ#}
1090   | #sˌekˈuro# | #sˌəˈyr# | #sˌəˈyr# | #sə̯ˈyr# | #syʁ# {GOLD: #syʁ#}
1091   | #sˈɛkwɛrɛ# | #sˈivrə# | #sˈivrə# | #sˈivrə# | #sivʁ# {GOLD: #sɥivʁ#}
1092   | #sˈɛkwɛt# | #sˈye̯xt# | #sˈøːt# | #sˈøːt# | #sø# {GOLD: #sɥi#}
1093   | #sˈɛkɔ# | #sˈi# | #sˈi# | #sˈi# | #si# {GOLD: #sɥi#}
1094   | #sˈɛllɑ# | #sˈɛlə# | #sˈɛlə# | #sˈɛlə# | #sɛl# {GOLD: #sɛl#}
1095   | #sˈɛʝɔr# | #sˈirə# | #sˈirə# | #sˈirə# | #siʁ# {GOLD: #siʁ#}
1096   | #sˈemet̪ɑ# | #sˈẽmt̪ə# | #sˈãn̪t̪ə# | #sˈãːt̪ə# | #sɑ̃t̪# {GOLD: #sɑ̃t̪#}
1097   | #sˌɛn̪ʝˈorɛ# | #sˌẽj̃ɲˈowr# | #sˌɛ̃j̃ɲˈør# | #sˌɛ̃ɲˈør# | #sɛɲœʁ# {GOLD: #sɛɲœʁ#}
1098   | #sˈeso# | #sˈejs# | #swˈɛs# | #swˈɛs# | #swa# {GOLD: #sɑ̃s#}
1099   | #sˌɛn̪t̪ˈirɛ# | #sˌẽn̪t̪ˈir# | #sˌãn̪t̪ˈir# | #sˌãːt̪ˈir# | #sɑ̃t̪iʁ# {GOLD: #sɑ̃t̪iʁ#}
1100   | #sˈepɛ# | #sˈejf# | #swˈɛf# | #swˈɛf# | #swaf# {GOLD: #swaf#}
1101   | #sˈɛpt̪ɛ# | #sˈɛt̪# | #sˈɛt̪# | #sˈɛt̪# | #sɛ# {GOLD: #sɛt̪#}
1102   | #sˌɛpt̪emˈɑn̪ɑ# | #sˌeðmˈãj̃n̪ə# | #sˌəmˈɛ̃j̃n̪ə# | #sˌəmˈɛ̃n̪ə# | #səmɛn̪# {GOLD: #səmɛn̪#}
1103   | #sˈerekɑ# | #sˈerd͡ʒə# | #sˈɛrʒə# | #sˈɛrʒə# | #sɛʁʒ# {GOLD: #sɛʁʒ#}
1104   | #sˈero# | #sˈejr# | #swˈɛr# | #swˈɛr# | #swaʁ# {GOLD: #swaʁ#}
1105   | #sˌɛrpˈɛn̪t̪ɛ# | #sˌɛrpˈɛ̃n̪t̪# | #sˌɛrpˈãn̪t̪# | #sˌɛrpˈãːt̪# | #sɛʁpɑ̃# {GOLD: #sɛʁpɑ̃#}
1106   | #sˈɛrβʷɑ# | #sˈɛrvə# | #sˈɛrvə# | #sˈɛrvə# | #sɛʁv# {GOLD: #sɛʁv#}
1107   | #sˌɛrβʷˈirɛ# | #sˌɛrvˈir# | #sˌɛrvˈir# | #sˌɛrvˈir# | #sɛʁviʁ# {GOLD: #sɛʁviʁ#}
1108   | #sˈɛrβʷet̪# | #sˈɛrt̪# | #sˈɛrt̪# | #sˈɛrt̪# | #sɛʁ# {GOLD: #sɛʁ#}
1109   | #sˈɛrβʷos# | #sˈɛrs# | #sˈɛrs# | #sˈɛrs# | #sɛʁ# {GOLD: #sɛʁ#}
1110   | #sˈɛrβʷo# | #sˈɛrf# | #sˈɛrf# | #sˈɛrf# | #sɛʁf# {GOLD: #sɛʁ#}
1111   | #sˈet̪ɑ# | #sˈejðə# | #sˈajə# | #sˈɛː# | #sɛ# {GOLD: #swa#}
1112   | #sˈi# | #sˈi# | #sˈi# | #sˈi# | #si# {GOLD: #si#}
1113   | #sˌeʝˈɛllos# | #sˌəˈɛɫs# | #sˌəe̯ˈaws# | #sə̯ˈoːs# | #so# {GOLD: #so#}
1114   | #sˌeʝˈɛllo# | #sˌəˈɛl# | #sˌəe̯ˈaw# | #sə̯ˈoː# | #so# {GOLD: #so#}
1115   | #sˈeŋn̪o# | #sˈẽj̃ɲ# | #sˈɛ̃j̃ɲ# | #sˈɛ̃ː# | #sɛ̃# {GOLD: #sɛ̃#}
1116   | #sˈik# | #sˈi# | #sˈi# | #sˈi# | #si# {GOLD: #si#}
1117   | #sˈekkɑ# | #sˈet͡ʃə# | #sˈɛʃə# | #sˈɛʃə# | #sɛʃ# {GOLD: #sɛʃ#}
1118   | #sˈekko# | #sˈek# | #sˈɛk# | #sˈɛk# | #sɛk# {GOLD: #sɛk#}
1119   | #sˌemelˈɑrɛ# | #sˌẽmblˈeːr# | #sˌãn̪blˈer# | #sˌãːblˈer# | #sɑ̃ble# {GOLD: #sɑ̃ble#}
1120   | #sˈimʝo# | #sˈin̪d͡ʒə# | #sˈĩn̪ʒə# | #sˈẽːʒə# | #sɛ̃ʒ# {GOLD: #sɛ̃ʒ#}
1121   | #sˈen̪ɛ# | #sˈẽj̃n̪# | #sˈɛ̃j̃n̪# | #sˈɛ̃ː# | #sɛ̃# {GOLD: #sɑ̃#}
1122   | #sˌeŋɡlˈot̪t̪o# | #sˌẽŋɡlˈot̪# | #sˌãŋɡlˈɔt̪# | #sˌãːɡlˈɔt̪# | #sɑ̃ɡlo# {GOLD: #sɑ̃ɡlo#}
1123   | #sˌeŋɡolˈɑrɛ# | #sˌẽŋɡlˈeːr# | #sˌãŋɡlˈer# | #sˌãːɡlˈer# | #sɑ̃ɡle# {GOLD: #sɑ̃ɡlie#}
1124   | #sˈin̪o# | #sˈin̪# | #sˈĩn̪# | #sˈẽː# | #sɛ̃# {GOLD: #sɛ̃#}
1125   | #sˌet̪ˈɛllo# | #sˌəðˈɛl# | #sˌəe̯ˈaw# | #sə̯ˈoː# | #so# {GOLD: #so#}
1126   | #ˌescˌen̪t̪ˈellɑ# | #ˌejsˌẽn̪t̪ˈelə# | #wˌɛsˌãn̪t̪ˈɛlə# | #wˌɛsˌãːt̪ˈɛlə# | #wasɑ̃t̪ɛl# {GOLD: #et̪ɛ̃sɛl#}
1127   | #ˌeskˈɔrt͡sʲʝɑ# | #ˌeskˈɔrt͡sʲə# | #ˌekˈɔrsʲə# | #ˌekˈɔrsə# | #ekɔʁs# {GOLD: #ekɔʁs#}
1128   | #ˌeskˌut̪ˈɑrʝo# | #ˌeskˌyðˈie̯r# | #ˌekˌyjˈer# | #ˌekˌyjˈer# | #ekyje# {GOLD: #ekɥije#}
1129   | #ˌeskˌut̪ˈɛllɑ# | #ˌeskˌyðˈɛlə# | #ˌekˌyˈɛlə# | #ˌekˌyˈɛlə# | #ekɥɛl# {GOLD: #ekɥɛl#}
1130   | #sˌɔled̪ˈɑrɛ# | #sˌɔɫd̪ˈeːr# | #sˌud̪ˈer# | #sˌud̪ˈer# | #sud̪e# {GOLD: #sud̪e#}
1131   | #sˌɔlˈeklo# | #sˌolˈeʎ# | #sˌɔlˈɛʎ# | #sˌɔlˈɛʎ# | #sɔlɛj# {GOLD: #sɔlɛj#}
1132   | #sˈolo# | #sˈowl# | #sˈølə# | #sˈølə# | #sœl# {GOLD: #sœl#}
1133   | #sˈɔmn̪ʝo# | #sˈũmd͡ʒə# | #sˈũn̪ʒə# | #sˈũːʒə# | #sɔ̃ʒ# {GOLD: #sɔ̃ʒ#}
1134   | #sˈɔn̪o# | #sˈũn̪# | #sˈũn̪# | #sˈũː# | #sɔ̃# {GOLD: #sɔ̃#}
1135   | #sˌorˈicɛ# | #sˌorˈit͡sʲ# | #sˌurˈisʲ# | #sˌurˈis# | #suʁi# {GOLD: #suʁi#}
1136   | #sˈɔrɔr# | #sˈye̯r# | #sˈør# | #sˈør# | #sœʁ# {GOLD: #sœʁ#}
1137   | #sˈɔrt̪ɛ# | #sˈɔrt̪# | #sˈɔrt̪# | #sˈɔrt̪# | #sɔʁ# {GOLD: #sɔʁ#}
1138   | #sˌɔrt͡sʲʝˈɑrʝo# | #sˌɔrt͡sʲˈie̯r# | #sˌɔrsʲjˈer# | #sˌɔrsˈer# | #sɔʁse# {GOLD: #sɔʁsje#}
1139   | #sˈɔt̪t̪o# | #sˈɔt̪# | #sˈɔt̪# | #sˈɔt̪# | #so# {GOLD: #so#}
1140   | #ˌespˈɑt̪ɑ# | #ˌespˈeːðə# | #ˌepˈeə# | #ˌepˈeː# | #epe# {GOLD: #epe#}
1141   | #ˌespˈiko# | #ˌespˈi# | #ˌepˈi# | #ˌepˈi# | #epi# {GOLD: #epi#}
1142   | #ˌespˈin̪ɑ# | #ˌespˈin̪ə# | #ˌepˈĩn̪ə# | #ˌepˈin̪ə# | #epin̪# {GOLD: #epin̪#}
1143   | #ˌespˈiŋɡlɑ# | #ˌespˈiŋɡlə# | #ˌepˈĩŋɡlə# | #ˌepˈẽːɡlə# | #epɛ̃ɡl# {GOLD: #epɛ̃ɡl#}
1144   | #ˌespˈosɑ# | #ˌespˈuzə# | #ˌepˈuzə# | #ˌepˈuzə# | #epuz# {GOLD: #epuz#}
1145   | #ˌespˈoso# | #ˌespˈus# | #ˌepˈus# | #ˌepˈus# | #epu# {GOLD: #epu#}
1146   | #ˌespˈessɑ# | #ˌespˈesə# | #ˌepˈɛsə# | #ˌepˈɛsə# | #epɛs# {GOLD: #epɛs#}
1147   | #ˌespˈesso# | #ˌespˈes# | #ˌepˈɛs# | #ˌepˈɛs# | #epɛ# {GOLD: #epɛ#}
1148   | #ˌest̪ˈɑŋn̪o# | #ˌest̪ˈãj̃ɲ# | #ˌet̪ˈɛ̃j̃ɲ# | #ˌet̪ˈɛ̃ː# | #et̪ɛ̃# {GOLD: #et̪ɛ̃#}
1149   | #ˌest̪ˈɑmɛ# | #ˌest̪ˈãj̃n̪# | #ˌet̪ˈɛ̃j̃n̪# | #ˌet̪ˈɛ̃ː# | #et̪ɛ̃# {GOLD: #et̪ɛ̃#}
1150   | #ˌest̪ˈelɑ# | #ˌest̪ˈejlə# | #ˌet̪wˈɛlə# | #ˌet̪wˈɛlə# | #et̪wal# {GOLD: #et̪wal#}
1151   | #ˌest̪rˌɑŋɡolˈɑrɛ# | #ˌest̪rˌãŋɡlˈeːr# | #ˌet̪rˌãŋɡlˈer# | #ˌet̪rˌãːɡlˈer# | #et̪ʁɑ̃ɡle# {GOLD: #et̪ʁɑ̃ɡle#}
1152   | #ˌest̪rˈen̪ɑ# | #ˌest̪rˈẽj̃n̪ə# | #ˌet̪rˈɛ̃j̃n̪ə# | #ˌet̪rˈɛ̃n̪ə# | #et̪ʁɛn̪# {GOLD: #et̪ʁɛn̪#}
1153   | #ˌest̪rˈext̪ɑ# | #ˌest̪rˈejt̪ə# | #ˌet̪rwˈɛt̪ə# | #ˌet̪rwˈɛt̪ə# | #et̪ʁwat̪# {GOLD: #et̪ʁwat̪#}
1154   | #ˌest̪rˈext̪o# | #ˌest̪rˈejt̪# | #ˌet̪rwˈɛt̪# | #ˌet̪rwˈɛt̪# | #et̪ʁwa# {GOLD: #et̪ʁwa#}
1155   | #ˌest̪ˌorn̪ˈɛllo# | #ˌest̪ˌorn̪ˈɛl# | #ˌet̪ˌurn̪e̯ˈaw# | #ˌet̪ˌurn̪ə̯ˈoː# | #et̪uʁn̪o# {GOLD: #et̪uʁn̪o#}
1156   | #sˈoɑ# | #sˈowə# | #sˈøə# | #sˈøː# | #sø# {GOLD: #sø#}
1157   | #swˌɑ# | #sˌa# | #sˌa# | #sˌa# | #sa# {GOLD: #sa#}
1158   | #swˌɑs# | #sˌas# | #sˌas# | #sˌas# | #sa# {GOLD: #sɛ#}
1159   | #sˌobɟʝˈorn̪o# | #sˌəd͡ʒˈor# | #sˌəʒˈur# | #sˌəʒˈur# | #səʒuʁ# {GOLD: #seʒuʁ#}
1160   | #sˌoβet̪ˈɑn̪o# | #sˌod̪ˈãj̃n̪# | #sˌud̪ˈɛ̃j̃n̪# | #sˌud̪ˈɛ̃ː# | #sud̪ɛ̃# {GOLD: #sud̪ɛ̃#}
1161   | #sˌoblˈɔŋɡo# | #sˌoblˈũŋk# | #sˌublˈũŋk# | #sˌublˈũːk# | #sublɔ̃# {GOLD: #səlɔ̃#}
1162   | #sˌud̪ˈɑrɛ# | #sˌyðˈeːr# | #sˌyˈer# | #sˌyˈer# | #sɥeʁ# {GOLD: #sɥe#}
1163   | #sˌud̪ˈɑrʝo# | #sˌyðˈie̯r# | #sˌyjˈer# | #sˌyjˈer# | #syje# {GOLD: #sɥɛʁ#}
1164   | #sˈuʝʝɑ# | #sˈyjə# | #sˈyjə# | #sˈyj# | #syj# {GOLD: #sɥi#}
1165   | #sˌud̪ˈorɛ# | #sˌyðˈowr# | #sˌyˈør# | #sˌyˈør# | #sɥœʁ# {GOLD: #sɥœʁ#}
