etID  | Input | Late Latin | Old French I | Old French II | Middle French  | Output {GOLD}
1260   | #sˈurd̪um# | *#sˈord̪o# | *#sˈort̪# | *#sˈurt̪# | *#sˈurt̪# | *#suʁ# {GOLD: #suʁ#}
1261   | #sˈuːrsum# | *#sˈuso# | *#sˈys# | *#sˈyːs# | *#sˈyːs# | *#sy# {GOLD: #sy#}
1262   | #sˌuspekt̪iˈoːn̪em# | *#sˌospɛxt͡sʲʝˈon̪ɛ# | *#sˌospət͡sʲˈũn̪# | *#sˌuːpəsʲˈũn̪# | *#sˌuːpəsˈũː# | *#supəsɔ̃# {GOLD: #supsɔ̃#}
1263   | #suˌum# | *#swˌom# | *#sˌũn̪# | *#sˌũn̪# | *#sˌũː# | *#sɔ̃# {GOLD: #sɔ̃#}
1264   | #t͡srˈokn̪ɑm# | *#frˈɔkn̪ɑ# | *#frˈũɲə# | *#frˈũɲə# | *#frˈũɲə# | *#fʁɔɲ# {GOLD: #fʁɔɲ#}
1265   | #t͡sˈukkɑm# | *#t͡sˈokkɑ# | *#t͡sˈot͡ʃə# | *#sˈuʃə# | *#sˈuʃə# | *#suʃ# {GOLD: #suʃ#}
1266   | #t̪ˌɑbˈern̪ɑm# | *#t̪ˌɑβˈɛrn̪ɑ# | *#t̪ˌavˈɛrn̪ə# | *#t̪ˌavˈɛrn̪ə# | *#t̪ˌavˈɛrn̪ə# | *#t̪avɛʁn̪# {GOLD: #t̪avɛʁn̪#}
1267   | #t̪ˌɑbˈoːn̪em# | *#t̪ˌɑβˈon̪ɛ# | *#t̪ˌaˈũn̪# | *#t̪ˌaˈũn̪# | *#t̪ˈãː# | *#t̪ɑ̃# {GOLD: #t̪ɑ̃#}
1268   | #t̪ˈɑbulɑm# | *#t̪ˈɑβlɑ# | *#t̪ˈablə# | *#t̪ˈablə# | *#t̪ˈablə# | *#t̪abl# {GOLD: #t̪abl#}
1269   | #t̪ˈɑkkɑm# | *#t̪ˈɑkkɑ# | *#t̪ˈat͡ʃə# | *#t̪ˈaʃə# | *#t̪ˈaʃə# | *#t̪aʃ# {GOLD: #t̪aʃ#}
1270   | #t̪ˌɑkkˈoːn̪em# | *#t̪ˌɑkkˈon̪ɛ# | *#t̪ˌakˈũn̪# | *#t̪ˌakˈũn̪# | *#t̪ˌakˈũː# | *#t̪akɔ̃# {GOLD: #t̪akɔ̃#}
1271   | #t̪ˌɑksoːn̪ˈɑːriɑm# | *#t̪ˌɑxson̪ˈɑrʝɑ# | *#t̪ˌajzn̪ˈie̯rə# | *#t̪ˌɛ̃j̃n̪jˈerə# | *#t̪ˌɛ̃n̪jˈerə# | *#t̪ɛn̪jɛʁ# {GOLD: #t̪an̪jɛʁ#}
1272   | #t̪ˌɑksˈoːn̪em# | *#t̪ˌɑxsˈon̪ɛ# | *#t̪ˌajsˈũn̪# | *#t̪ˌɛsˈũn̪# | *#t̪ˌɛsˈũː# | *#t̪ɛsɔ̃# {GOLD: #t̪ɛsɔ̃#}
1273   | #t̪ˌɑkˈuːt̪um# | *#t̪ˌɑkˈut̪o# | *#t̪ˌəˈyθ# | *#t̪ˌəˈy# | *#t̪ə̯ˈy# | *#t̪y# {GOLD: #t̪y#}
1274   | #t̪ˈɑːlem# | *#t̪ˈɑlɛ# | *#t̪ˈeːl# | *#t̪ˈel# | *#t̪ˈel# | *#t̪ɛl# {GOLD: #t̪ɛl#}
1275   | #t̪ˈɑːleːs# | *#t̪ˈɑles# | *#t̪ˈaɫs# | *#t̪ˈaws# | *#t̪ˈoːs# | *#t̪o# {GOLD: #t̪jø#}
1276   | #t̪ˌɑliˈɑːre# | *#t̪ˌɑlʝˈɑrɛ# | *#t̪ˌaʎˈie̯r# | *#t̪ˌaʎjˈer# | *#t̪ˌaʎˈer# | *#t̪aje# {GOLD: #t̪aje#}
1277   | #t̪ˌɑlˈoːn̪em# | *#t̪ˌɑlˈon̪ɛ# | *#t̪ˌalˈũn̪# | *#t̪ˌalˈũn̪# | *#t̪ˌalˈũː# | *#t̪alɔ̃# {GOLD: #t̪alɔ̃#}
1278   | #t̪ˈɑlpɑm# | *#t̪ˈɑɫpɑ# | *#t̪ˈaɫpə# | *#t̪ˈawpə# | *#t̪ˈoːpə# | *#t̪op# {GOLD: #t̪op#}
1279   | #t̪ˌɑlˈuːt̪um# | *#t̪ˌɑlˈut̪o# | *#t̪ˌalˈyθ# | *#t̪ˌalˈy# | *#t̪ˌalˈy# | *#t̪aly# {GOLD: #t̪aly#}
1280   | #t̪ˌɑmˈesium# | *#t̪ˌɑmˈɛsʝo# | *#t̪ˌãmˈis# | *#t̪ˌãmˈiːs# | *#t̪ˌãmˈiːs# | *#t̪ami# {GOLD: #t̪ami#}
1281   | #t̪ˈɑn̪n̪um# | *#t̪ˈɑn̪n̪o# | *#t̪ˈãn̪# | *#t̪ˈãn̪# | *#t̪ˈãː# | *#t̪ɑ̃# {GOLD: #t̪ɑ̃#}
1282   | #t̪ˈɑn̪t̪um# | *#t̪ˈɑn̪t̪o# | *#t̪ˈãn̪t̪# | *#t̪ˈãn̪t̪# | *#t̪ˈãːt̪# | *#t̪ɑ̃# {GOLD: #t̪ɑ̃#}
1283   | #t̪ˈɑrd̪ɑm# | *#t̪ˈɑrd̪ɑ# | *#t̪ˈard̪ə# | *#t̪ˈard̪ə# | *#t̪ˈard̪ə# | *#t̪aʁd̪# {GOLD: #t̪aʁd̪#}
1284   | #t̪ˈɑrd̪um# | *#t̪ˈɑrd̪o# | *#t̪ˈart̪# | *#t̪ˈart̪# | *#t̪ˈart̪# | *#t̪aʁ# {GOLD: #t̪aʁ#}
1285   | #t̪ˈeː# | *#t̪ˈe# | *#t̪ˈej# | *#t̪wˈɛ# | *#t̪wˈɛ# | *#t̪wa# {GOLD: #t̪wa#}
1286   | #t̪ʰˈeːkɑm# | *#t̪ˈekɑ# | *#t̪ˈejə# | *#t̪wˈɛə# | *#t̪wˈɛː# | *#t̪wa# {GOLD: #t̪ɛ#}
1287   | #t̪ˈeːkt̪um# | *#t̪ˈext̪o# | *#t̪ˈejt̪# | *#t̪wˈɛt̪# | *#t̪wˈɛt̪# | *#t̪wa# {GOLD: #t̪wa#}
1288   | #t̪ˈeːlɑm# | *#t̪ˈelɑ# | *#t̪ˈejlə# | *#t̪wˈɛlə# | *#t̪wˈɛlə# | *#t̪wal# {GOLD: #t̪wal#}
1289   | #t̪ˌempˈest̪ɑ# | *#t̪ˌɛmpˈɛst̪ɑ# | *#t̪ˌẽmpˈɛst̪ə# | *#t̪ˌãn̪pˈɛːt̪ə# | *#t̪ˌãːpˈɛːt̪ə# | *#t̪ɑ̃pɛt̪# {GOLD: #t̪ɑ̃pɛt̪#}
1290   | #t̪ˈempus# | *#t̪ˈɛmpos# | *#t̪ˈɛ̃ms# | *#t̪ˈãn̪s# | *#t̪ˈãːs# | *#t̪ɑ̃# {GOLD: #t̪ɑ̃#}
1291   | #t̪ˌen̪ˈɑkulɑ# | *#t̪ˌɛn̪ˈɑklɑ# | *#t̪ˌən̪ˈaʎə# | *#t̪ˌən̪ˈaʎə# | *#t̪ˌən̪ˈaʎə# | *#t̪ən̪ɑj# {GOLD: #t̪ən̪ɑj#}
1292   | #t̪ˈen̪d̪ere# | *#t̪ˈɛn̪d̪ɛrɛ# | *#t̪ˈɛ̃n̪d̪rə# | *#t̪ˈãn̪d̪rə# | *#t̪ˈãːd̪rə# | *#t̪ɑ̃d̪ʁ# {GOLD: #t̪ɑ̃d̪ʁ#}
1293   | #t̪ˈen̪eɑt̪# | *#t̪ˈɛn̪ʝɑt̪# | *#t̪ˈie̯ɲəθ# | *#t̪jˈẽɲə# | *#t̪jˈẽɲə# | *#t̪jɛɲ# {GOLD: #t̪jɛn̪#}
1294   | #t̪ˈen̪en̪t̪# | *#t̪ˈɛn̪ɛn̪t̪# | *#t̪ˈie̯n̪ən̪t̪# | *#t̪jˈẽn̪ət̪# | *#t̪jˈẽn̪ə# | *#t̪jɛn̪# {GOLD: #t̪jɛn̪#}
1295   | #t̪ˈen̪eo# | *#t̪ˈɛn̪ʝɔ# | *#t̪ˈie̯ɲ# | *#t̪jˈẽɲ# | *#t̪jˈẽː# | *#t̪jɛ̃# {GOLD: #t̪jɛ̃#}
1296   | #t̪ˈen̪erum# | *#t̪ˈɛn̪ro# | *#t̪ˈɛ̃n̪d̪rə# | *#t̪ˈãn̪d̪rə# | *#t̪ˈãːd̪rə# | *#t̪ɑ̃d̪ʁ# {GOLD: #t̪ɑ̃d̪ʁ#}
1297   | #t̪ˈen̪et# | *#t̪ˈɛn̪ɛt# | *#t̪ˈie̯n̪t# | *#t̪jˈẽn̪t# | *#t̪jˈẽːt# | *#t̪jɛ̃# {GOLD: #t̪jɛ̃#}
1298   | #t̪ˌen̪ˈiːre# | *#t̪ˌɛn̪ˈirɛ# | *#t̪ˌən̪ˈir# | *#t̪ˌən̪ˈir# | *#t̪ˌən̪ˈir# | *#t̪ən̪iʁ# {GOLD: #t̪ən̪iʁ#}
1299   | #t̪ˈeːn̪sɑm# | *#t̪ˈesɑ# | *#t̪ˈejzə# | *#t̪wˈɛzə# | *#t̪wˈɛzə# | *#t̪waz# {GOLD: #t̪waz#}
1300   | #t̪ˌen̪t̪iˈɑːre# | *#t̪ˌɛn̪t͡sʲʝˈɑrɛ# | *#t̪ˌẽn̪t͡sʲˈie̯r# | *#t̪ˌãn̪sʲjˈer# | *#t̪ˌãːsˈer# | *#t̪ɑ̃se# {GOLD: #t̪ɑ̃se#}
1301   | #t̪ˈepid̪um# | *#t̪ˈɛped̪o# | *#t̪ˈie̯d̪ə# | *#t̪jˈed̪ə# | *#t̪jˈed̪ə# | *#t̪jɛd̪# {GOLD: #t̪jɛd̪#}
1302   | #t̪ˌerrˈeːn̪um# | *#t̪ˌɛrrˈen̪o# | *#t̪ˌerrˈẽj̃n̪# | *#t̪ˌerˈɛ̃j̃n̪# | *#t̪ˌerˈɛ̃ː# | *#t̪eʁɛ̃# {GOLD: #t̪əʁɛ̃#}
1303   | #t̪ˈerrɑm# | *#t̪ˈɛrrɑ# | *#t̪ˈɛrrə# | *#t̪ˈɛrə# | *#t̪ˈɛrə# | *#t̪ɛʁ# {GOLD: #t̪ɛʁ#}
1304   | #t̪ˈert̪iɑm# | *#t̪ˈɛrt͡sʲʝɑ# | *#t̪ˈie̯rt͡sʲə# | *#t̪jˈersʲə# | *#t̪jˈersə# | *#t̪jɛʁs# {GOLD: #t̪jɛʁs#}
1305   | #t̪ˈert̪ium# | *#t̪ˈɛrt͡sʲʝo# | *#t̪ˈie̯rt͡sʲ# | *#t̪jˈersʲ# | *#t̪jˈers# | *#t̪jɛʁ# {GOLD: #t̪jɛʁ#}
1306   | #t̪ˌest̪imˈoːn̪ium# | *#t̪ˌɛst̪emˈon̪ʝo# | *#t̪ˌɛzmˈũj̃ɲ# | *#t̪ˌɛ̃ːmwˈĩɲ# | *#t̪ˌɛ̃ːmwˈɛ̃ː# | *#t̪ɛmwɛ̃# {GOLD: #t̪emwɛ̃#}
1307   | #t̪ˈest̪ɑm# | *#t̪ˈɛst̪ɑ# | *#t̪ˈɛst̪ə# | *#t̪ˈɛːt̪ə# | *#t̪ˈɛːt̪ə# | *#t̪ɛt̪# {GOLD: #t̪ɛt̪#}
1308   | #t̪ˈest̪um# | *#t̪ˈɛst̪o# | *#t̪ˈɛst̪# | *#t̪ˈɛːt̪# | *#t̪ˈɛːt̪# | *#t̪ɛ# {GOLD: #t̪ɛ#}
1309   | #t̪ˈiːbiɑm# | *#t̪ˈibʝɑ# | *#t̪ˈid͡ʒə# | *#t̪ˈiʒə# | *#t̪ˈiʒə# | *#t̪iʒ# {GOLD: #t̪iʒ#}
1310   | #t̪ˌiːmˈoːn̪em# | *#t̪ˌimˈon̪ɛ# | *#t̪ˌimˈũn̪# | *#t̪ˌĩmˈũn̪# | *#t̪ˌimˈũː# | *#t̪imɔ̃# {GOLD: #t̪imɔ̃#}
1311   | #t̪ˈin̪kɑm# | *#t̪ˈeŋkɑ# | *#t̪ˈẽn̪t͡ʃə# | *#t̪ˈãn̪ʃə# | *#t̪ˈãːʃə# | *#t̪ɑ̃ʃ# {GOLD: #t̪ɑ̃ʃ#}
1312   | #t̪ˌiːt̪iˈoːn̪em# | *#t̪ˌit͡sʲʝˈon̪ɛ# | *#t̪ˌizˈũn̪# | *#t̪ˌizˈũn̪# | *#t̪ˌizˈũː# | *#t̪izɔ̃# {GOLD: #t̪izɔ̃#}
1313   | #t̪ˌoːn̪siˈoːn̪em# | *#t̪ˌosʝˈon̪ɛ# | *#t̪ˌojzˈũn̪# | *#t̪wˌɛzˈũn̪# | *#t̪wˌɛzˈũː# | *#t̪wazɔ̃# {GOLD: #t̪wazɔ̃#}
1314   | #t̪ˈon̪it̪rum# | *#t̪ˌɔn̪ˈet̪ro# | *#t̪ˌũn̪ˈejðrə# | *#t̪ˌũn̪ˈɛrə# | *#t̪ˌũn̪ˈɛrə# | *#t̪ɔn̪ɛʁ# {GOLD: #t̪ɔn̪ɛʁ#}
1315   | #t̪ˈorkɑm# | *#t̪ˈɔrkɑ# | *#t̪ˈɔrt͡ʃə# | *#t̪ˈɔrʃə# | *#t̪ˈɔrʃə# | *#t̪ɔʁʃ# {GOLD: #t̪ɔʁʃ#}
1316   | #t̪ˌormˈen̪t̪ɑ# | *#t̪ˌɔrmˈɛn̪t̪ɑ# | *#t̪ˌormˈɛ̃n̪t̪ə# | *#t̪ˌurmˈãn̪t̪ə# | *#t̪ˌurmˈãːt̪ə# | *#t̪uʁmɑ̃t̪# {GOLD: #t̪uʁmɑ̃t̪#}
1317   | #t̪ˌormˈen̪t̪um# | *#t̪ˌɔrmˈɛn̪t̪o# | *#t̪ˌormˈɛ̃n̪t̪# | *#t̪ˌurmˈãn̪t̪# | *#t̪ˌurmˈãːt̪# | *#t̪uʁmɑ̃# {GOLD: #t̪uʁmɑ̃#}
1318   | #t̪ˌorn̪ˈɑːre# | *#t̪ˌɔrn̪ˈɑrɛ# | *#t̪ˌorn̪ˈeːr# | *#t̪ˌurn̪ˈer# | *#t̪ˌurn̪ˈer# | *#t̪uʁn̪e# {GOLD: #t̪uʁn̪e#}
1319   | #t̪ˌorn̪ɑːt̪ˈuːrɑm# | *#t̪ˌɔrn̪ɑt̪ˈurɑ# | *#t̪ˌorn̪əðˈyrə# | *#t̪ˌurn̪əˈyrə# | *#t̪ˌurn̪ə̯ˈyrə# | *#t̪uʁn̪yʁ# {GOLD: #t̪uʁn̪yʁ#}
1320   | #t̪ˈorsum# | *#t̪ˈɔrso# | *#t̪ˈɔrs# | *#t̪ˈɔrs# | *#t̪ˈɔrs# | *#t̪ɔʁ# {GOLD: #t̪ɔʁ#}
1321   | #t̪ˌort̪ˈiːkium# | *#t̪ˌɔrt̪ˈiccʝo# | *#t̪ˌɔrt̪ˈit͡sʲ# | *#t̪ˌɔrt̪ˈisʲ# | *#t̪ˌɔrt̪ˈis# | *#t̪ɔʁt̪i# {GOLD: #t̪ɔʁt̪i#}
1322   | #t̪ˈort̪um# | *#t̪ˈɔrt̪o# | *#t̪ˈɔrt̪# | *#t̪ˈɔrt̪# | *#t̪ˈɔrt̪# | *#t̪ɔʁ# {GOLD: #t̪ɔʁ#}
1323   | #t̪ˌort̪ˈuːrɑm# | *#t̪ˌɔrt̪ˈurɑ# | *#t̪ˌɔrt̪ˈyrə# | *#t̪ˌɔrt̪ˈyrə# | *#t̪ˌɔrt̪ˈyrə# | *#t̪ɔʁt̪yʁ# {GOLD: #t̪ɔʁt̪yʁ#}
1324   | #t̪ˈost̪um# | *#t̪ˈɔst̪o# | *#t̪ˈɔst̪# | *#t̪ˈoːt̪# | *#t̪ˈoːt̪# | *#t̪o# {GOLD: #t̪o#}
1325   | #t̪ˈoːt̪t̪ɑm# | *#t̪ˈot̪t̪ɑ# | *#t̪ˈot̪ə# | *#t̪ˈut̪ə# | *#t̪ˈut̪ə# | *#t̪ut̪# {GOLD: #t̪ut̪#}
1326   | #t̪ˈoːt̪t̪ɑːs# | *#t̪ˈot̪t̪ɑs# | *#t̪ˈot̪əs# | *#t̪ˈut̪əs# | *#t̪ˈut̪ə# | *#t̪ut̪# {GOLD: #t̪ut̪#}
1327   | #t̪ˈoːt̪t̪oːs# | *#t̪ˈot̪t̪os# | *#t̪ˈot͡s# | *#t̪ˈus# | *#t̪ˈus# | *#t̪u# {GOLD: #t̪us#}
1328   | #t̪ˈoːt̪t̪um# | *#t̪ˈot̪t̪o# | *#t̪ˈot̪# | *#t̪ˈɔt̪# | *#t̪ˈɔt̪# | *#t̪o# {GOLD: #t̪u#}
1329   | #t̪rˈɑːd̪it̪or# | *#t̪rˈɑd̪et̪ɔr# | *#t̪rˈat̪rə# | *#t̪rˈat̪rə# | *#t̪rˈat̪rə# | *#t̪ʁat̪ʁ# {GOLD: #t̪ʁɛt̪ʁ#}
1330   | #t̪rˈɑɡere# | *#t̪rˈɑɣrɛ# | *#t̪rˈajrə# | *#t̪rˈɛrə# | *#t̪rˈɛrə# | *#t̪ʁɛʁ# {GOLD: #t̪ʁɛʁ#}
1331   | #t̪rˌɑkt̪ˈɑːre# | *#t̪rˌɑxt̪ˈɑrɛ# | *#t̪rˌajt̪ʲˈie̯r# | *#t̪rˌɛt̪ʲjˈer# | *#t̪rˌɛt̪ˈer# | *#t̪ʁɛt̪e# {GOLD: #t̪ʁɛt̪e#}
1332   | #t̪rˈɑkt̪um# | *#t̪rˈɑxt̪o# | *#t̪rˈajt̪# | *#t̪rˈɛt̪# | *#t̪rˈɛt̪# | *#t̪ʁɛ# {GOLD: #t̪ʁɛ#}
1333   | #t̪rˈɑːn̪s# | *#t̪rˈɑs# | *#t̪rˈeːs# | *#t̪rˈeːs# | *#t̪rˈeːs# | *#t̪ʁe# {GOLD: #t̪ʁɛ#}
1334   | #t̪rˈɑwkum# | *#t̪rˈɑwko# | *#t̪rˈɔw# | *#t̪rˈu# | *#t̪rˈu# | *#t̪ʁu# {GOLD: #t̪ʁu#}
1335   | #t̪rˌemulˈɑːre# | *#t̪rˌɛmolˈɑrɛ# | *#t̪rˌẽmblˈeːr# | *#t̪rˌãn̪blˈer# | *#t̪rˌãːblˈer# | *#t̪ʁɑ̃ble# {GOLD: #t̪ʁɑ̃ble#}
1336   | #t̪rˈemulum# | *#t̪rˈɛmlo# | *#t̪rˈɛ̃mblə# | *#t̪rˈãn̪blə# | *#t̪rˈãːblə# | *#t̪ʁɑ̃bl# {GOLD: #t̪ʁɑ̃bl#}
1337   | #t̪rˈeːs# | *#t̪rˈes# | *#t̪rˈejs# | *#t̪rwˈɛːs# | *#t̪rwˈɛːs# | *#t̪ʁwa# {GOLD: #t̪ʁwa#}
1338   | #t̪rˈiffolum# | *#t̪rˈeffɔlo# | *#t̪rˈeflə# | *#t̪rˈɛflə# | *#t̪rˈɛflə# | *#t̪ʁɛfl# {GOLD: #t̪ʁɛfl#}
1339   | #t̪rˈin̪t̪ɑm# | *#t̪rˈen̪t̪ɑ# | *#t̪rˈẽn̪t̪ə# | *#t̪rˈãn̪t̪ə# | *#t̪rˈãːt̪ə# | *#t̪ʁɑ̃t̪# {GOLD: #t̪ʁɑ̃t̪#}
1340   | #t̪rˈikɑssae̯# | *#t̪rˈekɑssɛ# | *#t̪rˈejsə# | *#t̪rwˈɛːsə# | *#t̪rwˈɛːsə# | *#t̪ʁwas# {GOLD: #t̪ʁwa#}
1341   | #t̪rˈikʰilɑ# | *#t̪rˈeklɑ# | *#t̪rˈeʎə# | *#t̪rˈɛʎə# | *#t̪rˈɛʎə# | *#t̪ʁɛj# {GOLD: #t̪ʁɛj#}
1342   | #t̪rˌimˈod̪iɑm# | *#t̪rˌemˈɔʝʝɑ# | *#t̪rˌəmˈyjə# | *#t̪rˌəmɥˈiə# | *#t̪rˌəmɥˈiː# | *#t̪ʁəmɥi# {GOLD: #t̪ʁemi#}
1343   | #t̪rˌin̪kˈɑːre# | *#t̪rˌeŋkˈɑrɛ# | *#t̪rˌẽn̪t͡ʃˈie̯r# | *#t̪rˌãn̪ʃjˈer# | *#t̪rˌãːʃˈer# | *#t̪ʁɑ̃ʃe# {GOLD: #t̪ʁɑ̃ʃe#}
1344   | #t̪rˈoɡiɑm# | *#t̪rˈɔʝʝɑ# | *#t̪rˈyjə# | *#t̪rɥˈiə# | *#t̪rɥˈiː# | *#t̪ʁɥi# {GOLD: #t̪ʁɥi#}
1345   | #t̪rˈokt̪ɑm# | *#t̪rˈɔxt̪ɑ# | *#t̪rˈyjt̪ə# | *#t̪rɥˈit̪ə# | *#t̪rɥˈit̪ə# | *#t̪ʁɥit̪# {GOLD: #t̪ʁɥit̪#}
1346   | #t̪rˌopˈɑːre# | *#t̪rˌɔpˈɑrɛ# | *#t̪rˌovˈeːr# | *#t̪rˌuvˈer# | *#t̪rˌuvˈer# | *#t̪ʁuve# {GOLD: #t̪ʁuve#}
1347   | #t̪rˌopɑːt̪ˈoːrem# | *#t̪rˌɔpɑt̪ˈorɛ# | *#t̪rˌovəðˈowr# | *#t̪rˌuvəˈør# | *#t̪rˌuvə̯ˈør# | *#t̪ʁuvœʁ# {GOLD: #t̪ʁuvœʁ#}
1348   | #t̪rˌuːɡˈɑn̪t̪um# | *#t̪rˌuɣˈɑn̪t̪o# | *#t̪rˌyˈãn̪t̪# | *#t̪rˌyˈãn̪t̪# | *#t̪rˌyˈãːt̪# | *#t̪ʁyɑ̃# {GOLD: #t̪ʁyɑ̃#}
1349   | #t̪rˈuɡn̪ɑm# | *#t̪rˈoŋn̪ɑ# | *#t̪rˈũɲə# | *#t̪rˈũɲə# | *#t̪rˈũɲə# | *#t̪ʁɔɲ# {GOLD: #t̪ʁɔɲ#}
1350   | #t̪rˈun̪kum# | *#t̪rˈoŋko# | *#t̪rˈũŋk# | *#t̪rˈũŋk# | *#t̪rˈũːk# | *#t̪ʁɔ̃# {GOLD: #t̪ʁɔ̃#}
1351   | #t̪ˈuː# | *#t̪ˈu# | *#t̪ˈy# | *#t̪ˈy# | *#t̪ˈy# | *#t̪y# {GOLD: #t̪y#}
1352   | #t̪uˌɑ# | *#t̪wˌɑ# | *#t̪ˌa# | *#t̪ˌa# | *#t̪ˌa# | *#t̪a# {GOLD: #t̪a#}
1353   | #t̪uˌɑːs# | *#t̪wˌɑs# | *#t̪ˌas# | *#t̪ˌas# | *#t̪ˌas# | *#t̪a# {GOLD: #t̪e#}
1354   | #t̪ˌurbulˈɑːre# | *#t̪ˌorbolˈɑrɛ# | *#t̪ˌorblˈeːr# | *#t̪ˌurblˈer# | *#t̪ˌurblˈer# | *#t̪uʁble# {GOLD: #t̪ʁuble#}
1355   | #t̪ˈun̪n̪ɑm# | *#t̪ˈon̪n̪ɑ# | *#t̪ˈũn̪ə# | *#t̪ˈũn̪ə# | *#t̪ˈũn̪ə# | *#t̪ɔn̪# {GOLD: #t̪ɔn̪#}
1356   | #t̪ˈurrem# | *#t̪ˈorrɛ# | *#t̪ˈor# | *#t̪ˈur# | *#t̪ˈur# | *#t̪uʁ# {GOLD: #t̪uʁ#}
1357   | #t̪ˈurt̪ɑm# | *#t̪ˈort̪ɑ# | *#t̪ˈort̪ə# | *#t̪ˈurt̪ə# | *#t̪ˈurt̪ə# | *#t̪uʁt̪# {GOLD: #t̪uʁt̪#}
1358   | #t̪ˌurt̪urˈellɑm# | *#t̪ˌort̪orˈɛllɑ# | *#t̪ˌort̪rˈɛlə# | *#t̪ˌurt̪rˈɛlə# | *#t̪ˌurt̪rˈɛlə# | *#t̪uʁt̪ʁɛl# {GOLD: #t̪uʁt̪əʁɛl#}
1359   | #t̪ˈussem# | *#t̪ˈossɛ# | *#t̪ˈos# | *#t̪ˈuːs# | *#t̪ˈuːs# | *#t̪u# {GOLD: #t̪u#}
1360   | #t̪uˌum# | *#t̪wˌom# | *#t̪ˌũn̪# | *#t̪ˌũn̪# | *#t̪ˌũː# | *#t̪ɔ̃# {GOLD: #t̪ɔ̃#}
1361   | #t̪ˈeum# | *#t̪ˈɛo# | *#t̪ˈie̯w# | *#t̪jˈø# | *#t̪jˈø# | *#t̪jø# {GOLD: #t̪jɛ̃#}
1362   | #ˌubiː# | *#ˌoβi# | *#ˌo# | *#ˌu# | *#ˌu# | *#u# {GOLD: #u#}
1363   | #ˈumbrɑm# | *#ˈombrɑ# | *#ˈũmbrə# | *#ˈũn̪brə# | *#ˈũːbrə# | *#ɔ̃bʁ# {GOLD: #ɔ̃bʁ#}
1364   | #ˈumkwɑm# | *#ˈomkwɑ# | *#ˈũmkwə# | *#ˈũn̪kə# | *#ˈũːkə# | *#ɔ̃k# {GOLD: #ɔ̃k#}
1365   | #ˈuːn̪ɑm# | *#ˈun̪ɑ# | *#ˈyn̪ə# | *#ˈỹn̪ə# | *#ˈyn̪ə# | *#yn̪# {GOLD: #yn̪#}
1366   | #ˈun̪d̪ɑm# | *#ˈon̪d̪ɑ# | *#ˈũn̪d̪ə# | *#ˈũn̪d̪ə# | *#ˈũːd̪ə# | *#ɔ̃d̪# {GOLD: #ɔ̃d̪#}
1367   | #ˈun̪d̪ekim# | *#ˈon̪d̪ɛce# | *#ˈũn̪d͡zə# | *#ˈũn̪zə# | *#ˈũːzə# | *#ɔ̃z# {GOLD: #ɔ̃z#}
1368   | #ˌun̪iˈoːn̪em# | *#ˌon̪ʝˈon̪ɛ# | *#ˌũɲˈũn̪# | *#ˌũɲˈũn̪# | *#ˌũɲˈũː# | *#ɔɲɔ̃# {GOLD: #ɔɲɔ̃#}
1369   | #ˌuːn̪ˈiːre# | *#ˌun̪ˈirɛ# | *#ˌyn̪ˈir# | *#ˌỹn̪ˈir# | *#ˌyn̪ˈir# | *#yn̪iʁ# {GOLD: #yniʁ#}
1370   | #ˈun̪ɡulɑm# | *#ˈoŋɡlɑ# | *#ˈũŋɡlə# | *#ˈũŋɡlə# | *#ˈũːɡlə# | *#ɔ̃ɡl# {GOLD: #ɔ̃ɡl#}
1371   | #ˈun̪kiɑm# | *#ˈoŋcʝɑ# | *#ˈũn̪t͡sʲə# | *#ˈũn̪sʲə# | *#ˈũːsə# | *#ɔ̃s# {GOLD: #ɔ̃s#}
1372   | #ˈuːn̪um# | *#ˈun̪o# | *#ˈyn̪# | *#ˈỹn̪# | *#ˈỹː# | *#œ̃# {GOLD: #œ̃#}
1373   | #ˈursɑm# | *#ˈorsɑ# | *#ˈorsə# | *#ˈursə# | *#ˈursə# | *#uʁs# {GOLD: #uʁs#}
1374   | #ˌuːsˈɑːre# | *#ˌusˈɑrɛ# | *#ˌyzˈeːr# | *#ˌyzˈer# | *#ˌyzˈer# | *#yze# {GOLD: #yze#}
1375   | #ˌusit̪ˈiːlium# | *#ˌoset̪ˈilʝo# | *#ˌozt̪ˈiʎ# | *#ˌut̪ˈiʎ# | *#ˌut̪ˈiʎ# | *#ut̪ij# {GOLD: #ut̪i#}
1376   | #ˈuːst̪ium# | *#ˈust͡sʲʝo# | *#ˈyjs# | *#ɥˈiːs# | *#ɥˈiːs# | *#ɥi# {GOLD: #ɥi#}
1377   | #ˌuːst̪ulˈɑːre# | *#ˌust̪olˈɑrɛ# | *#ˌyst̪lˈeːr# | *#ˌyːt̪lˈer# | *#ˌyːt̪lˈer# | *#yt̪le# {GOLD: #yle#}
1378   | #ˈuːsum# | *#ˈuso# | *#ˈys# | *#ˈyːs# | *#ˈyːs# | *#y# {GOLD: #y#}
1379   | #ˌuːsˈuːrɑm# | *#ˌusˈurɑ# | *#ˌyzˈyrə# | *#ˌyzˈyrə# | *#ˌyzˈyrə# | *#yzyʁ# {GOLD: #yzyʁ#}
